ID,scaffold,start,end,df_TimePoint,df_Residuals,sumsq_TimePoint,sumsq_Residuals,meansq_TimePoint,meansq_Residuals,statistic_TimePoint,statistic_Residuals,p.value_TimePoint,p.value_Residuals
Scaffold_14:39013123-39013316,Scaffold_14,39013123,39013316,3,12,0.592909091715248,0.177977611254397,0.197636363905083,0.0148314676045331,13.3254758851158,NA,0.000397697946178484,NA
Scaffold_09:21159874-21159960,Scaffold_09,21159874,21159960,3,11,1.80981338226921,0.506114228990682,0.603271127423068,0.0460103844536984,13.1116297893611,NA,0.000593584718127894,NA
Scaffold_08:49680654-49680730,Scaffold_08,49680654,49680730,3,11,0.112300819699472,0.0327862802816486,0.0374336065664907,0.00298057093469533,12.5592067381269,NA,0.000710824080785049,NA
Scaffold_06:3685281-3685367,Scaffold_06,3685281,3685367,3,12,0.264808801507147,0.116299613560159,0.0882696005023825,0.00969163446334655,9.10781363414141,NA,0.00203447129337304,NA
Scaffold_04:10742822-10742936,Scaffold_04,10742822,10742936,3,12,0.89619324708737,0.393915943877476,0.298731082362457,0.0328263286564564,9.10035007231007,NA,0.00204122872429268,NA
Scaffold_11:35379410-35379483,Scaffold_11,35379410,35379483,3,10,0.596843849109652,0.19587841248156,0.198947949703217,0.019587841248156,10.1567062537811,NA,0.00222153421939041,NA
Scaffold_01:88434573-88434644,Scaffold_01,88434573,88434644,3,12,0.0444512917952292,0.0208987270574905,0.0148170972650764,0.00174156058812421,8.50794245466679,NA,0.00267164488773143,NA
Scaffold_13:9210492-9210685,Scaffold_13,9210492,9210685,3,12,0.0860186811997878,0.0407885978387754,0.0286728937332626,0.00339904981989795,8.43556148115635,NA,0.00276325710956173,NA
Scaffold_17:23925657-23925741,Scaffold_17,23925657,23925741,3,9,0.574566405496346,0.202761107507491,0.191522135165448,0.0225290119452768,8.50113336664111,NA,0.0054228949969942,NA
Scaffold_06:41617861-41618282,Scaffold_06,41617861,41618282,3,12,0.510197170227135,0.288957676594641,0.170065723409045,0.0240798063828868,7.06258682918268,NA,0.00544130932797499,NA
Scaffold_05:15695759-15695979,Scaffold_05,15695759,15695979,3,12,0.137455183859304,0.0809052651496017,0.0458183946197681,0.00674210542913348,6.79585851947392,NA,0.00626414148916455,NA
Scaffold_15:5119563-5119946,Scaffold_15,5119563,5119946,3,12,0.385636607053953,0.228068104191629,0.128545535684651,0.0190056753493024,6.76353422449517,NA,0.00637337606437628,NA
Scaffold_06:43604075-43604115,Scaffold_06,43604075,43604115,3,11,1.10687664097026,0.589577553745108,0.368958880323419,0.0535979594313734,6.883823269351,NA,0.00708308447191478,NA
Scaffold_12:19797108-19798095,Scaffold_12,19797108,19798095,3,12,1.30513009656172,0.810272470318077,0.435043365520572,0.0675227058598397,6.44291960727423,NA,0.00758589173196306,NA
Scaffold_10:48558078-48558128,Scaffold_10,48558078,48558128,3,10,1.24294600507323,0.591076320546101,0.414315335024408,0.0591076320546101,7.0095065666244,NA,0.0080458492962102,NA
Scaffold_13:33055342-33055425,Scaffold_13,33055342,33055425,3,12,0.0161013442319476,0.0105732582807438,0.00536711474398253,0.000881104856728652,6.09134622627032,NA,0.00923605064315672,NA
Scaffold_04:45804183-45804272,Scaffold_04,45804183,45804272,3,9,2.78281492058323,1.17564882572614,0.927604973527742,0.130627647302904,7.10113817924607,NA,0.00953941924650738,NA
Scaffold_01:3532891-3533128,Scaffold_01,3532891,3533128,3,11,0.242588478468184,0.141691624923939,0.0808628261560614,0.0128810568112672,6.27765464750762,NA,0.00968129301965241,NA
Scaffold_08:17878379-17878426,Scaffold_08,17878379,17878426,3,11,0.511812210142775,0.299315912863653,0.170604070047592,0.0272105375330594,6.26977948672704,NA,0.00972180878088532,NA
Scaffold_11:26583602-26583612,Scaffold_11,26583602,26583612,3,12,0.136908805299471,0.0915484167523257,0.045636268433157,0.00762903472936047,5.98191908309514,NA,0.00983238194982315,NA
Scaffold_10:19420335-19420450,Scaffold_10,19420335,19420450,3,11,0.369092842084626,0.217924876670911,0.123030947361542,0.0198113524246282,6.21012360612987,NA,0.010035295093296,NA
Scaffold_15:42535095-42535295,Scaffold_15,42535095,42535295,3,12,0.640334089836633,0.440473111084601,0.213444696612211,0.0367060925903834,5.8149664415147,NA,0.0108306260177113,NA
Scaffold_13:33055437-33055482,Scaffold_13,33055437,33055482,3,12,0.0209243193015254,0.014960857412452,0.00697477310050846,0.00124673811770434,5.59441714459758,NA,0.0123354822812703,NA
Scaffold_09:16951929-16952151,Scaffold_09,16951929,16952151,3,9,1.62431764872504,0.772505938643691,0.54143921624168,0.0858339931826323,6.3079812107732,NA,0.0135916262949273,NA
Scaffold_10:16060630-16061137,Scaffold_10,16060630,16061137,3,12,0.285960483010595,0.211637309801378,0.0953201610035317,0.0176364424834482,5.40472723413408,NA,0.0138267513595542,NA
Scaffold_07:33674045-33674186,Scaffold_07,33674045,33674186,3,12,0.115785911881563,0.0866782237372261,0.038595303960521,0.00722318531143551,5.34325263667515,NA,0.0143542433988199,NA
Scaffold_08:49097980-49098113,Scaffold_08,49097980,49098113,3,11,1.0798710976315,0.717132966463346,0.359957032543833,0.0651939060421223,5.52132943700691,NA,0.014674180285597,NA
Scaffold_06:31907808-31907944,Scaffold_06,31907808,31907944,3,12,0.0578761574013111,0.0439420162711294,0.0192920524671037,0.00366183468926078,5.26841163083695,NA,0.0150282701829143,NA
Scaffold_04:10439183-10439416,Scaffold_04,10439183,10439416,3,11,0.352463351277096,0.239142101674273,0.117487783759032,0.0217401910612975,5.40417438962562,NA,0.0156949281880771,NA
Scaffold_13:8940696-8940828,Scaffold_13,8940696,8940828,3,12,0.558537335732415,0.436575738458956,0.186179111910805,0.0363813115382463,5.11743815818959,NA,0.0165030015095646,NA
Scaffold_03:4272115-4272863,Scaffold_03,4272115,4272863,3,11,1.4296889166784,0.992603193620165,0.476562972226133,0.0902366539654695,5.28125713092705,NA,0.0168569087743501,NA
Scaffold_03:6261197-6261340,Scaffold_03,6261197,6261340,3,10,0.320806335642298,0.195243329423608,0.106935445214099,0.0195243329423608,5.4770345050861,NA,0.0173522401458231,NA
Scaffold_14:8608005-8608139,Scaffold_14,8608005,8608139,3,12,0.157829021741875,0.128022521786132,0.0526096739139584,0.0106685434821777,4.9312892619171,NA,0.0185585325886732,NA
Scaffold_09:32354165-32354259,Scaffold_09,32354165,32354259,3,12,0.265787054502578,0.217242951206919,0.0885956848341926,0.0181035792672433,4.89382146626099,NA,0.0190073579752858,NA
Scaffold_18:18434831-18434969,Scaffold_18,18434831,18434969,3,12,0.298655376198672,0.244580571762801,0.099551792066224,0.0203817143135668,4.88436794543621,NA,0.0191225822261905,NA
Scaffold_10:10177927-10178313,Scaffold_10,10177927,10178313,3,10,0.638081753262974,0.402025801099753,0.212693917754325,0.0402025801099753,5.29055391898963,NA,0.0192139794806796,NA
Scaffold_06:10182852-10183168,Scaffold_06,10182852,10183168,3,12,0.00138494341038418,0.00113602717103342,0.000461647803461393,9.46689309194515e-05,4.87644466857013,NA,0.0192197794433817,NA
Scaffold_02:59898836-59898874,Scaffold_02,59898836,59898874,3,11,0.473810614378849,0.349435250515873,0.157936871459616,0.0317668409559885,4.971752516356,NA,0.0202606177934231,NA
Scaffold_18:9562248-9562285,Scaffold_18,9562248,9562285,3,11,0.381068418685219,0.281855764814151,0.127022806228406,0.025623251346741,4.9573258486793,NA,0.0204380494112859,NA
Scaffold_10:43117075-43117821,Scaffold_10,43117075,43117821,3,12,0.21806032490984,0.182505489477443,0.0726867749699467,0.0152087907897869,4.77926062463545,NA,0.0204598128264007,NA
Scaffold_16:18247010-18247145,Scaffold_16,18247010,18247145,3,12,0.735064655963323,0.631090621623113,0.245021551987774,0.0525908851352594,4.65901175379724,NA,0.0221247454371327,NA
Scaffold_04:716827-716907,Scaffold_04,716827,716907,3,12,0.389337729778564,0.338918919219525,0.129779243259521,0.0282432432682938,4.59505454195529,NA,0.0230740269703011,NA
Scaffold_10:3677204-3677466,Scaffold_10,3677204,3677466,3,12,0.14427670458936,0.125909229163802,0.0480922348631199,0.0104924357636501,4.58351482405354,NA,0.0232502888436149,NA
Scaffold_09:34968841-34968947,Scaffold_09,34968841,34968947,3,10,0.70625584012467,0.479030522566127,0.23541861337489,0.0479030522566127,4.91448044090744,NA,0.0237484482875557,NA
Scaffold_04:12562450-12563263,Scaffold_04,12562450,12563263,3,12,1.19913707541609,1.0615001309895,0.399712358472029,0.0884583442491251,4.51865069219835,NA,0.0242705726972788,NA
Scaffold_01:46681763-46681990,Scaffold_01,46681763,46681990,3,12,0.123985206873013,0.110252650012877,0.0413284022910042,0.0091877208344064,4.49822138002241,NA,0.0246025935179976,NA
Scaffold_03:4274179-4274332,Scaffold_03,4274179,4274332,3,11,2.02963461814958,1.61918082259116,0.676544872716528,0.147198256599197,4.59614732094742,NA,0.0255373087533415,NA
Scaffold_18:18578134-18578209,Scaffold_18,18578134,18578209,3,11,0.22034703145883,0.180779989298078,0.0734490104862765,0.0164345444816435,4.4691844406345,NA,0.027675331156425,NA
Scaffold_06:38901711-38902517,Scaffold_06,38901711,38902517,3,12,0.12195101832983,0.113684901950402,0.0406503394432767,0.00947374182920019,4.29084306667332,NA,0.0282885329127056,NA
Scaffold_10:21020764-21020802,Scaffold_10,21020764,21020802,3,12,0.249004838588141,0.241724471883855,0.0830016128627137,0.0201437059903213,4.12047380470082,NA,0.0318008988229725,NA
Scaffold_07:20761727-20762128,Scaffold_07,20761727,20762128,3,11,0.22437455553155,0.193662924577866,0.0747915185105165,0.0176057204161696,4.24813735209754,NA,0.0319208015219387,NA
Scaffold_13:25812908-25813159,Scaffold_13,25812908,25813159,3,12,0.169738444486412,0.166603252748744,0.0565794814954708,0.0138836043957287,4.07527324193115,NA,0.03281582465297,NA
Scaffold_03:40805936-40806118,Scaffold_03,40805936,40806118,3,12,1.00450587840191,0.99543405581246,0.334835292800636,0.0829528379843717,4.03645373608217,NA,0.0337174738862974,NA
Scaffold_15:970722-970827,Scaffold_15,970722,970827,3,10,0.849838993426302,0.6557676184863,0.283279664475434,0.06557676184863,4.31981782097331,NA,0.0338289888299175,NA
Scaffold_11:29708282-29708409,Scaffold_11,29708282,29708409,3,12,0.679968006501009,0.675732355404338,0.226656002167003,0.0563110296170282,4.02507295122274,NA,0.0339872217198691,NA
Scaffold_15:5533043-5533095,Scaffold_15,5533043,5533095,3,12,0.100450960636186,0.100060643145595,0.0334836535453953,0.00833838692879955,4.01560323732972,NA,0.0342135771172676,NA
Scaffold_01:52430867-52430898,Scaffold_01,52430867,52430898,3,12,0.421221986412375,0.423840860297797,0.140407328804125,0.0353200716914831,3.97528436608418,NA,0.0351970448316783,NA
Scaffold_08:27279691-27279733,Scaffold_08,27279691,27279733,3,12,0.215768406476083,0.218740281765358,0.0719228021586944,0.0182283568137798,3.94565472321257,NA,0.0359406427077765,NA
Scaffold_04:4220453-4220617,Scaffold_04,4220453,4220617,3,10,2.08640539409027,1.65711711363374,0.695468464696756,0.165711711363374,4.19685765704106,NA,0.0365095216830901,NA
Scaffold_14:6531315-6532200,Scaffold_14,6531315,6532200,3,12,0.259944298333724,0.266195774829108,0.0866480994445746,0.022182981235759,3.90606197263051,NA,0.0369628141720495,NA
Scaffold_15:7012296-7012916,Scaffold_15,7012296,7012916,3,12,0.434526720039298,0.460302245475501,0.1448422400131,0.0383585204562917,3.77601216861694,NA,0.040564743245734,NA
Scaffold_17:22006810-22007151,Scaffold_17,22006810,22007151,3,11,0.0293818352352553,0.0278008576936399,0.00979394507841843,0.00252735069942181,3.87518245119644,NA,0.0409488480245524,NA
Scaffold_15:5198454-5198596,Scaffold_15,5198454,5198596,3,11,1.22907232620529,1.16432166263139,0.409690775401765,0.105847423875581,3.8705786159079,NA,0.0410777156758111,NA
Scaffold_06:42022162-42022259,Scaffold_06,42022162,42022259,3,12,0.0758928081762772,0.0821241640220658,0.0252976027254257,0.00684368033517215,3.69649099409454,NA,0.0429667718644732,NA
Scaffold_10:46346092-46346119,Scaffold_10,46346092,46346119,3,9,1.19816137550925,0.874929591443169,0.399387125169752,0.097214399049241,4.10831244214609,NA,0.0430924711513998,NA
Scaffold_15:7011773-7011933,Scaffold_15,7011773,7011933,3,12,0.190121867231368,0.206505850034421,0.0633739557437895,0.0172088208362018,3.68264370621323,NA,0.0434016399013578,NA
Scaffold_03:10781017-10781087,Scaffold_03,10781017,10781087,3,12,0.270687712860327,0.297356183206959,0.090229237620109,0.0247796819339133,3.64125890964815,NA,0.0447319199165621,NA
Scaffold_10:31386375-31386405,Scaffold_10,31386375,31386405,3,10,0.219820601941922,0.189935045507039,0.0732735339806405,0.0189935045507039,3.85782064521236,NA,0.0453206773410088,NA
Scaffold_17:15397798-15397927,Scaffold_17,15397798,15397927,3,12,0.689586023056051,0.761428417763167,0.22986200768535,0.0634523681469306,3.62259147133927,NA,0.0453473362759046,NA
Scaffold_04:7484907-7485697,Scaffold_04,7484907,7485697,3,9,2.08072106040588,1.57432032581121,0.69357368680196,0.174924480645689,3.96498925846061,NA,0.0469686142669917,NA
Scaffold_17:31630703-31630882,Scaffold_17,31630703,31630882,3,12,0.473017564112633,0.5340889866529,0.157672521370878,0.0445074155544084,3.54261238058476,NA,0.048097126203581,NA
Scaffold_01:22426167-22426265,Scaffold_01,22426167,22426265,3,12,0.025580515140715,0.0290279355306814,0.00852683838023834,0.00241899462755679,3.52495135090504,NA,0.0487299885964727,NA
Scaffold_10:504-813,Scaffold_10,504,813,3,12,0.105986059182708,0.120651521695176,0.0353286863942361,0.010054293474598,3.51379104692871,NA,0.0491348585594477,NA
Scaffold_08:45256384-45256678,Scaffold_08,45256384,45256678,3,12,0.819697911012142,0.93326169524671,0.273232637004047,0.0777718079372258,3.51326070784659,NA,0.0491541944148739,NA
Scaffold_11:26905600-26905858,Scaffold_11,26905600,26905858,3,12,0.197052359268358,0.224598572958786,0.0656841197561195,0.0187165477465655,3.50941427049081,NA,0.0492946963088825,NA
Scaffold_14:8607352-8607728,Scaffold_14,8607352,8607728,3,12,0.146739199589911,0.167288819841212,0.0489130665299704,0.0139407349867676,3.50864330872067,NA,0.0493229135546611,NA
Scaffold_12:402792-403243,Scaffold_12,402792,403243,3,10,0.857273473057814,0.769496295244492,0.285757824352605,0.0769496295244492,3.71356985236441,NA,0.0498244665422126,NA
Scaffold_16:23401795-23402047,Scaffold_16,23401795,23402047,3,12,1.26367464873864,1.4463024770931,0.421224882912881,0.120525206424425,3.49491110954461,NA,0.0498286479943018,NA
Scaffold_01:37487642-37487765,Scaffold_01,37487642,37487765,3,12,1.24879980062778,1.43794507092514,0.416266600209261,0.119828755910429,3.4738456311807,NA,0.0506161274014271,NA
Scaffold_14:32724656-32724710,Scaffold_14,32724656,32724710,3,12,0.0778906647803215,0.0902795855228422,0.0259635549267738,0.00752329879357018,3.45108650329875,NA,0.0514830992519215,NA
Scaffold_06:61132381-61132503,Scaffold_06,61132381,61132503,3,10,0.274187703725348,0.252765284633185,0.0913959012417827,0.0252765284633185,3.61584073439583,NA,0.0531793647709407,NA
