"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"3","GO:0045944",0.0210959492671574,0.987222113789067,31,369,"positive regulation of transcription by RNA polymerase II","BP"
"6","GO:0016055",1.90731716353578e-05,0.999995262557107,17,93,"Wnt signaling pathway","BP"
"8","GO:0010629",0.0126208054682942,0.994611239591395,14,126,"negative regulation of gene expression","BP"
"10","GO:0001701",0.0120540619703411,0.995078740218341,13,112,"in utero embryonic development","BP"
"13","GO:0007018",0.0092985991483097,0.996679450940308,11,85,"microtubule-based movement","BP"
"14","GO:0007411",0.0196789175522151,0.992117260050476,11,95,"axon guidance","BP"
"15","GO:0007166",0.0337274629203178,0.986755275810564,9,78,"cell surface receptor signaling pathway","BP"
"17","GO:0046777",0.0175325611374825,0.99389175126529,9,70,"protein autophosphorylation","BP"
"19","GO:0060070",1.55612920496596e-05,0.999998261187136,9,28,"canonical Wnt signaling pathway","BP"
"21","GO:0007219",0.0461951434134819,0.9819488008054,8,70,"Notch signaling pathway","BP"
"22","GO:0042733",0.000293214497819895,0.99995535847418,8,31,"embryonic digit morphogenesis","BP"
"23","GO:0018105",0.0174218874346788,0.994947766788995,7,47,"peptidyl-serine phosphorylation","BP"
"26","GO:0051091",0.00474787565049424,0.998949692036549,7,38,"positive regulation of DNA-binding transcription factor activity","BP"
"27","GO:0090090",0.01610639557806,0.995409964867822,7,46,"negative regulation of canonical Wnt signaling pathway","BP"
"30","GO:0030514",0.00897952373448037,0.9980460885243,6,33,"negative regulation of BMP signaling pathway","BP"
"31","GO:0034765",0.022821404253414,0.99379493582113,6,39,"regulation of ion transmembrane transport","BP"
"32","GO:0042752",0.0150084766902567,0.996303877398982,6,37,"regulation of circadian rhythm","BP"
"33","GO:0051028",0.0339214634386258,0.989811364718721,6,43,"mRNA transport","BP"
"34","GO:0003007",0.0311208113309665,0.99218323845659,5,31,"heart morphogenesis","BP"
"39","GO:0018107",0.0383005036936614,0.989771202408696,5,33,"peptidyl-threonine phosphorylation","BP"
"40","GO:0022008",0.0405440798630641,0.988976007064106,5,34,"neurogenesis","BP"
"41","GO:0030324",0.0378529642632457,0.989922845714471,5,33,"lung development","BP"
"42","GO:0032467",0.00396451250537339,0.99944548911081,5,19,"positive regulation of cytokinesis","BP"
"44","GO:0045732",0.00799041124657333,0.998630916977611,5,23,"positive regulation of protein catabolic process","BP"
"45","GO:0048589",0.00105318674765639,0.999898062958103,5,15,"developmental growth","BP"
"46","GO:0048814",0.00425034377969164,0.999395528854008,5,19,"regulation of dendrite morphogenesis","BP"
"47","GO:0001658",0.0212655590341443,0.996276958588408,4,19,"branching involved in ureteric bud morphogenesis","BP"
"48","GO:0001702",0.0138762009671585,0.997903763473294,4,17,"gastrulation with mouth forming second","BP"
"50","GO:0001736",0.0303521307745356,0.993984028096089,4,21,"establishment of planar polarity","BP"
"53","GO:0009247",0.00369667666750389,0.999650498513979,4,12,"glycolipid biosynthetic process","BP"
"54","GO:0016199",0.0108552893660742,0.998492915606318,4,16,"axon midline choice point recognition","BP"
"56","GO:0030534",0.04084095911914,0.991010049625375,4,23,"adult behavior","BP"
"57","GO:0031397",0.0285842056908274,0.994439792544219,4,21,"negative regulation of protein ubiquitination","BP"
"59","GO:0042475",0.0264841858074141,0.995001772549113,4,20,"odontogenesis of dentin-containing tooth","BP"
"61","GO:0043001",0.0347857855851455,0.992761323302673,4,22,"Golgi to plasma membrane protein transport","BP"
"62","GO:0045668",0.024700055337041,0.99543818743193,4,20,"negative regulation of osteoblast differentiation","BP"
"65","GO:0071300",0.00307722247794429,0.999723821775242,4,12,"cellular response to retinoic acid","BP"
"66","GO:0072383",0.00127544697451007,0.999920588750829,4,9,"plus-end-directed vesicle transport along microtubule","BP"
"68","GO:0000915",0.0193239739313822,0.997902093559862,3,10,"actomyosin contractile ring assembly","BP"
"71","GO:0002053",0.0340894497410082,0.99510123294767,3,13,"positive regulation of mesenchymal cell proliferation","BP"
"72","GO:0002076",0.0261688084889139,0.996662004225663,3,12,"osteoblast development","BP"
"73","GO:0003151",0.0424239747142895,0.993264142072068,3,14,"outflow tract morphogenesis","BP"
"74","GO:0006906",0.0281403854433474,0.996307681511184,3,12,"vesicle fusion","BP"
"75","GO:0008064",0.00177308978131482,0.99994665741504,3,5,"regulation of actin polymerization or depolymerization","BP"
"77","GO:0016051",0.0414982019262464,0.993468870958335,3,14,"carbohydrate biosynthetic process","BP"
"78","GO:0016239",0.0112517320715319,0.999036264198433,3,9,"positive regulation of macroautophagy","BP"
"79","GO:0016578",0.0123587268440923,0.998903525801562,3,9,"histone deubiquitination","BP"
"80","GO:0030048",0.00755737049325028,0.999465737700683,3,8,"actin filament-based movement","BP"
"81","GO:0031116",0.0497833988080371,0.991479365061292,3,15,"positive regulation of microtubule polymerization","BP"
"83","GO:0032479",0.00572475190279802,0.999656819915339,3,7,"regulation of type I interferon production","BP"
"84","GO:0032480",0.008471184517197,0.999375284783717,3,8,"negative regulation of type I interferon production","BP"
"85","GO:0032727",0.00787318924509581,0.999434922542017,3,8,"positive regulation of interferon-alpha production","BP"
"86","GO:0032728",0.0336359792544376,0.995191812001133,3,13,"positive regulation of interferon-beta production","BP"
"87","GO:0035024",0.0130889766567636,0.99881337359952,3,9,"negative regulation of Rho protein signal transduction","BP"
"88","GO:0042417",0.025606034075709,0.996761207190835,3,12,"dopamine metabolic process","BP"
"89","GO:0045740",0.0210336923332889,0.997581874657881,3,11,"positive regulation of DNA replication","BP"
"90","GO:0048026",0.0289728105111328,0.996154979479134,3,12,"positive regulation of mRNA splicing, via spliceosome","BP"
"91","GO:0048749",0.0478264417339799,0.991945502477571,3,15,"compound eye development","BP"
"92","GO:0048754",0.00896026671473469,0.999325293709433,3,8,"branching morphogenesis of an epithelial tube","BP"
"93","GO:0050805",0.000776187018758719,0.9999880954741,3,4,"negative regulation of synaptic transmission","BP"
"94","GO:0051256",0.0247892790289353,0.996963644940306,3,11,"mitotic spindle midzone assembly","BP"
"95","GO:0060340",0.00179247048295855,0.999945863955402,3,5,"positive regulation of type I interferon-mediated signaling pathway","BP"
"96","GO:0060349",0.0493028148334125,0.991594573918716,3,15,"bone morphogenesis","BP"
"97","GO:0060412",0.0334654661620655,0.995225741578193,3,13,"ventricular septum morphogenesis","BP"
"98","GO:0060444",0.0204374912308681,0.997676195982583,3,11,"branching involved in mammary gland duct morphogenesis","BP"
"99","GO:0072358",0.0164337219636794,0.998322822692077,3,10,"cardiovascular system development","BP"
"101","GO:0097150",0.038950440812139,0.994022377434435,3,14,"neuronal stem cell population maintenance","BP"
"103","GO:1903204",0.00786466381591739,0.99943576066191,3,8,"negative regulation of oxidative stress-induced neuron death","BP"
"104","GO:0001886",0.0458139512465247,0.99625555623262,2,6,"endothelial cell morphogenesis","BP"
"105","GO:0003198",0.00905659176212109,0.999824672636285,2,3,"epithelial to mesenchymal transition involved in endocardial cushion formation","BP"
"106","GO:0003209",0.028062684988321,0.998384382613309,2,5,"cardiac atrium morphogenesis","BP"
"107","GO:0003222",0.0406264966425179,0.996893936170818,2,6,"ventricular trabecula myocardium morphogenesis","BP"
"110","GO:0006071",0.028915671080207,0.998307844497019,2,5,"glycerol metabolic process","BP"
"111","GO:0006085",0.0107026999085015,0.999773588886889,2,3,"acetyl-CoA biosynthetic process","BP"
"112","GO:0006939",0.0448944595365064,0.996371919466405,2,6,"smooth muscle contraction","BP"
"113","GO:0007276",0.0170692958859786,0.999349971274455,2,4,"gamete generation","BP"
"114","GO:0007442",0.00966356465957057,0.999806375462872,2,3,"hindgut morphogenesis","BP"
"116","GO:0009414",0.010211888105039,0.999789301183991,2,3,"response to water deprivation","BP"
"117","GO:0009847",0.0193668064144598,0.999210595979354,2,4,"spore germination","BP"
"118","GO:0010719",0.0442539071190837,0.996452173114192,2,6,"negative regulation of epithelial to mesenchymal transition","BP"
"119","GO:0014033",0.0394492477008186,0.997032594781374,2,6,"neural crest cell differentiation","BP"
"120","GO:0021532",0.0289112796860464,0.998308241831809,2,5,"neural tube patterning","BP"
"121","GO:0021983",0.0425360112507586,0.996664096159856,2,6,"pituitary gland development","BP"
"122","GO:0030502",0.00352994792877248,1,2,2,"negative regulation of bone mineralization","BP"
"126","GO:0032204",0.0438716472635379,0.996499747537554,2,6,"regulation of telomere maintenance","BP"
"127","GO:0032729",0.043506862054129,0.996544924553035,2,6,"positive regulation of interferon-gamma production","BP"
"128","GO:0033262",0.0184001134465553,0.999270420875548,2,4,"regulation of nuclear cell cycle DNA replication","BP"
"129","GO:0035116",0.030665685678192,0.998146816239893,2,5,"embryonic hindlimb morphogenesis","BP"
"131","GO:0035567",0.0182616459153849,0.999278850724606,2,4,"non-canonical Wnt signaling pathway","BP"
"132","GO:0035815",0.0395374688005296,0.997022285045659,2,6,"positive regulation of renal sodium excretion","BP"
"133","GO:0042335",0.0203390148435198,0.999148737114106,2,4,"cuticle development","BP"
"134","GO:0042711",0.0408313854805827,0.996869565789664,2,6,"maternal behavior","BP"
"136","GO:0044565",0.00327639058636966,1,2,2,"dendritic cell proliferation","BP"
"138","GO:0045359",0.00965427889397039,0.999806660195833,2,3,"positive regulation of interferon-beta biosynthetic process","BP"
"139","GO:0045475",0.0277691475991174,0.998410422395861,2,5,"locomotor rhythm","BP"
"140","GO:0045745",0.0383427008049757,0.997160784844772,2,6,"positive regulation of G protein-coupled receptor signaling pathway","BP"
"141","GO:0045822",0.0103180366226766,0.999785937097381,2,3,"negative regulation of heart contraction","BP"
"142","GO:0045840",0.0429289285667885,0.996616052471125,2,6,"positive regulation of mitotic nuclear division","BP"
"143","GO:0045886",0.00306647339927087,1,2,2,"negative regulation of synaptic growth at neuromuscular junction","BP"
