"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2478","GO:0007276",0.000164841260890941,0.999998532143104,3,4,"gamete generation","BP"
"1198","GO:0004518",0.00112092263303858,0.99987375930978,5,33,"nuclease activity","MF"
"9669","GO:0070102",0.00128618592472561,1,2,2,"interleukin-6-mediated signaling pathway","BP"
"9085","GO:0060070",0.00163503760607994,0.99980295929832,5,28,"canonical Wnt signaling pathway","BP"
"342","GO:0001537",0.00233402207126864,0.999880536438762,3,11,"N-acetylgalactosamine 4-O-sulfotransferase activity","MF"
"803","GO:0003198",0.00246140365633011,0.999975885676664,2,3,"epithelial to mesenchymal transition involved in endocardial cushion formation","BP"
"9380","GO:0060956",0.00246140365633011,0.999975885676664,2,3,"endocardial cell differentiation","BP"
"10014","GO:0071257",0.00259099044631334,0.999973936242105,2,3,"cellular response to electrical stimulus","BP"
"9334","GO:0060740",0.00262759318588461,0.999973376241847,2,3,"prostate gland epithelium morphogenesis","BP"
"6486","GO:0036302",0.00295245395287949,0.999968230244324,2,3,"atrioventricular canal development","BP"
"6876","GO:0042733",0.00325996788192651,0.99953364959477,5,31,"embryonic digit morphogenesis","BP"
"1423","GO:0004991",0.00350142199427077,1,2,2,"parathyroid hormone receptor activity","MF"
"3897","GO:0016314",0.00421405953095797,0.999923239803656,2,4,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity","MF"
"3803","GO:0016051",0.00462455480130077,0.999681679948201,3,14,"carbohydrate biosynthetic process","BP"
"12399","GO:2000650",0.00598223831143197,0.999848571170799,2,5,"negative regulation of sodium ion transmembrane transporter activity","BP"
"10889","GO:0098719",0.00669073839825998,0.999845022734849,2,4,"sodium ion import across plasma membrane","BP"
"3257","GO:0010314",0.00674938788517688,0.999818086235761,2,5,"phosphatidylinositol-5-phosphate binding","MF"
"4874","GO:0030534",0.0069679691288566,0.999103125460547,4,23,"adult behavior","BP"
"2497","GO:0007303",0.00837401794455593,0.999844742126372,2,3,"cytoplasmic transport, nurse cell to oocyte","BP"
"9110","GO:0060125",0.00840780462071605,0.999780500016559,2,4,"negative regulation of growth hormone secretion","BP"
"2630","GO:0007611",0.00863377731616836,0.99880619367147,4,25,"learning or memory","BP"
"3489","GO:0014033",0.00899357623055123,0.999694091125027,2,6,"neural crest cell differentiation","BP"
"7637","GO:0045746",0.00912245916740366,0.999186583897384,3,15,"negative regulation of Notch signaling pathway","BP"
"4420","GO:0019897",0.00934267425211216,0.999151159650606,3,16,"extrinsic component of plasma membrane","CC"
"2603","GO:0007528",0.00973746604287724,0.998138549455526,5,43,"neuromuscular junction development","BP"
"11016","GO:0099524",0.0109405736077751,0.999587593050284,2,6,"postsynaptic cytosol","CC"
"1970","GO:0006351",0.0130435809862976,0.997907736808924,4,34,"transcription, DNA-templated","BP"
"8283","GO:0048663",0.0132413444624262,0.999448043038371,2,6,"neuron fate commitment","BP"
"3903","GO:0016322",0.0135548918725268,0.998586464129932,3,16,"neuron remodeling","BP"
"402","GO:0001702",0.0136971117082764,0.998553735102322,3,17,"gastrulation with mouth forming second","BP"
"9127","GO:0060179",0.014986119777611,0.999296765660677,2,7,"male mating behavior","BP"
"6868","GO:0042711",0.0154445867738142,0.999301515306421,2,6,"maternal behavior","BP"
"8087","GO:0048013",0.0157211753637245,0.998283926727743,3,15,"ephrin receptor signaling pathway","BP"
"8062","GO:0047756",0.0174014933958502,0.999082805918325,2,8,"chondroitin 4-sulfotransferase activity","MF"
"3239","GO:0010225",0.0177781911332594,0.99905222841765,2,8,"response to UV-C","BP"
"8297","GO:0048681",0.0181617804122001,0.999056172202005,2,7,"negative regulation of axon regeneration","BP"
"851","GO:0003344",0.0182522625696351,0.999013244496384,2,8,"pericardium morphogenesis","BP"
"5160","GO:0031397",0.0186456122272938,0.997733639963888,3,21,"negative regulation of protein ubiquitination","BP"
"6795","GO:0042475",0.0188149967912385,0.99771710358771,3,20,"odontogenesis of dentin-containing tooth","BP"
"802","GO:0003197",0.0206593341366792,0.99880687280685,2,8,"endocardial cushion development","BP"
"9703","GO:0070207",0.0211016025051941,0.998733519258995,2,9,"protein homotrimerization","BP"
"2393","GO:0007141",0.0216767224308375,0.998715523037068,2,8,"male meiosis I","BP"
