"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2","GO:0005524",0.0342410382291663,0.97463169983122,71,1001,"ATP binding","MF"
"5","GO:0004674",0.0335715772024795,0.98135203479076,20,223,"protein serine/threonine kinase activity","MF"
"7","GO:0004672",0.00606317664528944,0.997638923184927,14,116,"protein kinase activity","MF"
"11","GO:0008017",0.0360541427409163,0.983417917778612,12,117,"microtubule binding","MF"
"12","GO:0005516",0.0368053398767754,0.983704095175139,11,103,"calmodulin binding","MF"
"18","GO:0051015",0.0186611617353897,0.993423951157465,9,71,"actin filament binding","MF"
"20","GO:0003777",0.0174864144263835,0.994385565659499,8,58,"microtubule motor activity","MF"
"24","GO:0030165",0.0239275126819797,0.992564597129611,7,50,"PDZ domain binding","MF"
"35","GO:0003707",0.0272345913284591,0.993417866189597,5,30,"steroid hormone receptor activity","MF"
"36","GO:0004518",0.036291627895396,0.990447802481116,5,33,"nuclease activity","MF"
"37","GO:0005543",0.0224553725730157,0.994858235948687,5,29,"phospholipid binding","MF"
"38","GO:0017046",0.0150575541585091,0.996927063311,5,26,"peptide hormone binding","MF"
"43","GO:0043621",0.0180753780639162,0.996117553499163,5,27,"protein self-association","MF"
"49","GO:0001733",0.00531384898782942,0.99942932350564,4,13,"galactosylceramide sulfotransferase activity","MF"
"51","GO:0003774",0.0353252534275109,0.992613163916828,4,22,"motor activity","MF"
"52","GO:0005109",0.0163211756210687,0.997385760654664,4,18,"frizzled binding","MF"
"55","GO:0017147",0.016778929547423,0.99728987620177,4,18,"Wnt-protein binding","MF"
"60","GO:0042813",0.00615471746799449,0.999297062946556,4,14,"Wnt-activated receptor activity","MF"
"63","GO:0050694",0.00174798392111957,0.999874952241592,4,10,"galactose 3-O-sulfotransferase activity","MF"
"64","GO:0051219",0.00787668030496559,0.999033439385357,4,14,"phosphoprotein binding","MF"
"69","GO:0000987",0.0345372750898908,0.995011291724329,3,13,"proximal promoter sequence-specific DNA binding","MF"
"70","GO:0001537",0.0211679338398904,0.997560488427395,3,11,"N-acetylgalactosamine 4-O-sulfotransferase activity","MF"
"76","GO:0008094",0.0337473269059168,0.995169617122415,3,13,"DNA-dependent ATPase activity","MF"
"108","GO:0004866",0.045654377704576,0.996275848405696,2,6,"endopeptidase inhibitor activity","MF"
"109","GO:0004991",0.00374815755016895,1,2,2,"parathyroid hormone receptor activity","MF"
"115","GO:0008273",0.00957390235258121,0.999809118608622,2,3,"calcium, potassium:sodium antiporter activity","MF"
"123","GO:0030898",0.0176478669972142,0.999315791663362,2,4,"actin-dependent ATPase activity","MF"
"125","GO:0031698",0.0397291373543325,0.996999840774565,2,6,"beta-2 adrenergic receptor binding","MF"
"130","GO:0035516",0.00319784204969235,1,2,2,"oxidative DNA demethylase activity","MF"
"135","GO:0043495",0.0386449063339943,0.997125982428667,2,6,"protein membrane anchor","MF"
"144","GO:0047134",0.00909035774794337,0.999823671691305,2,3,"protein-disulfide reductase activity","MF"
"146","GO:0048037",0.0417002664300987,0.996765437561749,2,6,"cofactor binding","MF"
"147","GO:0048273",0.0184280358822208,0.999268716709254,2,4,"mitogen-activated protein kinase p38 binding","MF"
"182","GO:1990825",0.0412504871619555,0.99681949716148,2,6,"sequence-specific mRNA binding","MF"
