ID,scaffold,start,end,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
Scaffold_03:4273751-4274584,Scaffold_03,4273751,4274584,0.761094348510033,0.708004203734485,0.252118417861853,14.3358876064051,0.00159227803957043,3,1.23310671259033,5.53378657481933,7.47341317397133,0.572073269626474,9
Scaffold_08:58953930-58954002,Scaffold_08,58953930,58954002,0.726926168773267,0.666243095167327,0.129029121198934,11.9790598197733,0.00290576424710356,3,9.27143588868298,-10.542871777366,-8.60324517821395,0.149836627056322,9
Scaffold_14:26478693-26478945,Scaffold_14,26478693,26478945,0.722518900976973,0.660856434527412,0.102877075846381,11.7173208043499,0.00312284426559704,3,11.9894753384768,-15.9789506769536,-14.0393240778016,0.0952532346123187,9
Scaffold_03:4272163-4272822,Scaffold_03,4272163,4272822,0.718656223684097,0.656135384502786,0.250921564002454,11.4946669477673,0.00332328743861757,3,1.2902086286655,5.41958274266899,7.35920934182099,0.566654681532941,9
Scaffold_14:37013847-37014065,Scaffold_14,37013847,37014065,0.705380294528742,0.631725368160928,0.286235595488035,9.5768243797604,0.00753437382049631,3,-0.0964878290900921,8.19297565818018,9.78455674937367,0.655446528995119,8
Scaffold_14:35869946-35871647,Scaffold_14,35869946,35871647,0.662230031143544,0.587170038064331,0.216972500609355,8.82267642157491,0.00756475125615508,3,3.03464594154884,1.93070811690231,3.87033471605431,0.423693594186088,9
Scaffold_15:11947178-11947224,Scaffold_15,11947178,11947224,0.658971136048457,0.583186944059225,0.222108472782008,8.69536401657605,0.00789878190074067,3,2.75390283995875,2.4921943200825,4.4318209192345,0.443989563134005,9
Scaffold_08:4252222-4252303,Scaffold_08,4252222,4252303,0.743102139144652,0.669702750328839,0.255038892076373,10.1240916461767,0.00859333431577229,3,1.25738166271522,5.48523667456957,6.69557704654575,0.455313855300808,7
Scaffold_03:14698341-14698539,Scaffold_03,14698341,14698539,0.652231388342142,0.574949474640396,0.290482758656,8.43963816500839,0.00862594564356733,3,-0.466637303346499,8.933274606693,10.872901205845,0.759422097687602,9
Scaffold_03:1735906-1736047,Scaffold_03,1735906,1736047,0.649886135988229,0.572083055096725,0.206992711743714,8.35296145784365,0.00889082144724915,3,3.59969037990484,0.800619240190313,2.74024583934231,0.385613844435145,9
Scaffold_09:32979298-32979474,Scaffold_09,32979298,32979474,0.649168717327051,0.571206210066396,0.0511916825063898,8.32667829879636,0.00897309778972558,3,20.3649685704188,-32.7299371408376,-30.7903105416856,0.0235852952205152,9
Scaffold_02:58122038-58122086,Scaffold_02,58122038,58122086,0.646683033608874,0.568168152188624,0.242682357187812,8.23643902800426,0.00926275587248204,3,1.69085238988899,4.61829522022202,6.55792181937402,0.530052538412094,9
