ID,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,comparison
Scaffold_01:1044382-1044476,0.217641350312061,-0.0431448662505856,0.377634204296983,0.834558486950474,0.478870038486473,3,-2.18139042375891,12.3627808475178,13.1516791568627,0.855645553530094,6,Day_10
Scaffold_01:10818326-10818422,0.0904536030643844,-0.111667818476864,0.245937038708525,0.447521110699912,0.65269736597348,3,1.53098662846228,4.93802674307545,6.87765334222745,0.544365243078469,9,Day_10
Scaffold_01:11013319-11013967,0.0255282768684537,-0.191020994938557,0.445771573742411,0.117886689968667,0.89014670066155,3,-5.60578646781375,19.2115729356275,21.1511995347795,1.78841066361107,9,Day_10
Scaffold_01:11667762-11668050,0.080454192590316,-0.123889320167392,0.306465764012229,0.393720316855429,0.685614760245044,3,-1.10937920804468,10.2187584160894,12.1583850152414,0.845291380604395,9,Day_10
Scaffold_01:11668500-11668708,0.101364569652533,-0.0983321926469045,0.14586139755574,0.507592454105694,0.618195612628567,3,7.80001131607021,-7.60002263214042,-5.66039603298842,0.191479925672224,9,Day_10
Scaffold_01:11669574-11669710,0.166362884001025,-0.0188898084431912,0.230672300270816,0.898032205664815,0.440957456766719,3,2.29991630655193,3.40016738689615,5.33979398604815,0.478887391010064,9,Day_10
Scaffold_01:12542986-12543129,0.00219688488066438,-0.21953714070141,0.157171457862811,0.00990774814509109,0.990151955650766,3,6.90384581101806,-5.80769162203611,-3.86806502288411,0.222325804500493,9,Day_10
Scaffold_01:12749700-12750126,0.0806135460085479,-0.123694554878442,0.215007641570289,0.394568524980506,0.685080258682339,3,3.14381054783891,1.71237890432217,3.65200550347418,0.416054573402561,9,Day_10
Scaffold_01:12750839-12750953,0.256142151492191,0.0908404073793448,0.341230728696294,1.54954294564086,0.264061309968372,3,-2.39881308259584,12.7976261651917,14.7372527643437,1.04794569185943,9,Day_10
Scaffold_01:12751668-12752924,0.100811834740309,-0.0990077575396229,0.34469488781436,0.504514265043035,0.619908541192995,3,-2.5200223270047,13.0400446540094,14.9796712531614,1.06933109116819,9,Day_10
Scaffold_01:12757909-12758220,0.167231452587961,-0.0178282246147139,0.39409097381197,0.903662294865085,0.438893767123354,3,-4.12708798369996,16.2541759673999,18.1938025665519,1.3977692607606,9,Day_10
Scaffold_01:12758676-12759371,0.141068498493883,-0.0498051685074761,0.188848712168332,0.739067366966228,0.504444497349241,3,4.70053862645381,-1.40107725290761,0.538549346244389,0.320974524788736,9,Day_10
Scaffold_01:12760862-12761478,0.0874716861174361,-0.115312383634245,0.201994545700239,0.431353834768922,0.662382071052525,3,3.89300503740796,0.213989925184077,2.15361652433608,0.367216168433812,9,Day_10
Scaffold_01:12763166-12763496,0.19151495149818,0.0118516073866646,0.17562230678412,1.06596563948686,0.384170460016754,3,5.57186492483962,-3.14372984967924,-1.20410325052724,0.277588751761579,9,Day_10
Scaffold_01:15180243-15180395,0.0142013990446007,-0.204864956723266,0.349745283005165,0.064826928785218,0.937663236284689,3,-2.69456813627746,13.3891362725549,15.3287628717069,1.10089586685927,9,Day_10
Scaffold_01:15916515-15916777,0.0995325804371744,-0.100571290576787,0.349806487920549,0.497404572599348,0.623887116933394,3,-2.69666793508292,13.3933358701658,15.3329624693178,1.10128121092178,9,Day_10
Scaffold_01:17807311-17807744,0.149653535946871,-0.0393123449538244,0.222859974902313,0.791960618676535,0.482149361164373,3,2.71336947601003,2.57326104797995,4.51288764713195,0.446999115721136,9,Day_10
Scaffold_01:18044370-18044771,0.0228198444503229,-0.194331301227383,0.121345338119797,0.105087377637841,0.901334250705568,3,10.0082072085749,-12.0164144171498,-10.0767878179977,0.132522219750671,9,Day_10
Scaffold_01:19171830-19171865,0.424972310967698,0.260678685529898,0.399491966438396,2.58666341944342,0.144181869195775,3,-3.23039438216999,14.46078876434,15.6711291363162,1.11715681874171,7,Day_10
Scaffold_01:19442499-19442804,0.444866713695842,0.321503761183807,0.0836082819008734,3.60616136884728,0.0707599813297011,3,14.4781824122336,-20.9563648244673,-19.0167382253153,0.0629131032217433,9,Day_10
Scaffold_01:19577259-19577549,0.189339516385149,0.00919274224851552,0.20301666449914,1.05102918047005,0.38884410163048,3,3.83243658242512,0.335126835149769,2.27475343430177,0.370941894579206,9,Day_10
Scaffold_01:21274706-21274860,0.0452505347650435,-0.166916013064947,0.343171884820262,0.213278366584457,0.811899748857959,3,-2.46688393881464,12.9337678776293,14.8733944767813,1.05990248277982,9,Day_10
Scaffold_01:21979281-21979389,0.141484462861988,-0.0731444214225145,0.290783210363818,0.659205136035849,0.543241121539762,3,-0.269878362935046,8.53975672587009,10.1313378170636,0.676439003435907,8,Day_10
Scaffold_01:22425681-22426094,0.24428370108014,0.0763467457646159,0.0938565179224886,1.45461551700264,0.283540140590734,3,13.0906868514758,-18.1813737029516,-16.2417471037996,0.0792814136088099,9,Day_10
Scaffold_01:22426219-22426240,0.368982967734857,0.228756960564826,0.0472274721015628,2.63134474967575,0.125946141806703,3,21.3321842721489,-34.6643685442977,-32.7247419451457,0.020073907089935,9,Day_10
Scaffold_01:22426265-22426676,0.0235685884476152,-0.193416169675137,0.106432585411301,0.108618635942539,0.898230586420371,3,11.5817519773961,-15.1635039547922,-13.2238773556402,0.101951057136005,9,Day_10
Scaffold_01:2316019-2316159,0.0784651264400883,-0.12632040101767,0.306075663711012,0.383157576681162,0.692313797111271,3,-1.09409467695626,10.1881893539125,12.1278159530645,0.843140807245226,9,Day_10
Scaffold_01:24184084-24184163,0.0904016828374453,-0.16948355063757,0.682751194080482,0.347852325538673,0.717750937932368,3,-8.58976291533293,25.1795258306659,26.3898662026421,3.26304435112827,7,Day_10
Scaffold_01:24305128-24305559,0.244555357563276,0.0766787703551152,0.214503244517416,1.45675678562631,0.283081771690889,3,3.17199501353234,1.65600997293531,3.59563657208731,0.414104777176484,9,Day_10
Scaffold_01:24305566-24305694,0.35595118679988,0.212829228310964,0.247884947125546,2.48704804320748,0.138081192574039,3,1.436316796377,5.12736640724601,7.06699300639801,0.553022523102912,9,Day_10
Scaffold_01:24305706-24305777,0.326588782947938,0.176941845825258,0.241315216671547,2.18239537158185,0.168756907329006,3,1.75864500172947,4.48270999654105,6.42233659569305,0.524097304175119,9,Day_10
Scaffold_01:25162448-25162574,0.212601026985587,0.0376234774268288,0.349719364212181,1.21501888397514,0.341096134742563,3,-2.69367881179996,13.3873576235999,15.3269842227519,1.10073270334475,9,Day_10
Scaffold_01:25222936-25223028,0.0517146329515466,-0.159015448614777,0.395965906931714,0.245406980186027,0.787454955966699,3,-4.18404398325689,16.3680879665138,18.3077145656658,1.41110099507029,9,Day_10
Scaffold_01:2584011-2584031,0.169089707841697,-0.0386378651978783,0.368465770602321,0.813997416748728,0.476668610460968,3,-2.8743462826958,13.7486925653916,15.3402736565851,1.0861361928445,8,Day_10
Scaffold_01:26094142-26094399,0.170417481862481,-0.066606094748239,0.313646155253264,0.71898958027441,0.520006258317878,3,-0.811112386409681,9.62222477281936,10.8325651447955,0.688617374936081,7,Day_10
Scaffold_01:26501494-26501654,0.228905006951384,0.057550564051691,0.277907028680197,1.33585685365264,0.310445575116298,3,0.0644538414547186,7.87109231709056,9.81071891624256,0.695090849308704,9,Day_10
Scaffold_01:26811206-26811326,0.63628645902197,0.545358073777463,0.125908696259725,6.99766588080267,0.0174999932103539,3,8.93735259909663,-9.87470519819326,-8.28312410699978,0.126823998350589,8,Day_10
Scaffold_01:27894881-27894939,0.139090270562855,-0.0522230026453998,0.248092397748289,0.727028858115076,0.509693707303144,3,1.42627840392294,5.14744319215413,7.08706979130613,0.553948540384455,9,Day_10
Scaffold_01:29299275-29299370,0.0263227472044837,-0.190049975638964,0.252128901215927,0.12165464693777,0.886885609823686,3,1.23260775010051,5.53478449979899,7.47441109895099,0.572120845455155,9,Day_10
Scaffold_01:30343239-30343287,0.20791442791566,0.0318954118969181,0.305664439481857,1.18120435290652,0.350327687154241,3,-1.07796138287468,10.1559227657494,12.0955493649014,0.840876746073818,9,Day_10
Scaffold_01:30343910-30344200,0.45483567874329,0.333688051797355,0.0939908486406063,3.75439197786573,0.0652188916415854,3,13.0735243123177,-18.1470486246355,-16.2074220254835,0.0795085166536323,9,Day_10
Scaffold_01:30825629-30825724,0.0193045315553373,-0.198627794765699,0.20843584320245,0.0885803950300599,0.916017474078251,3,3.51631793494701,0.967364130105972,2.90699072925797,0.391009506583645,9,Day_10
Scaffold_01:30941032-30941086,0.00279543229063915,-0.282120158483464,0.490901927452326,0.00981144023408508,0.990250127396491,3,-5.29090149673954,18.5818029934791,19.7921433654553,1.68689291663486,7,Day_10
Scaffold_01:31020295-31020363,0.0337819895145012,-0.180933123926721,0.387525260279076,0.157334008645595,0.85671836849799,3,-3.92547902978862,15.8509580595772,17.7905846587292,1.35158244618929,9,Day_10
Scaffold_01:31020621-31020629,0.0374715917304197,-0.176423610107265,0.345850830012919,0.175186686790923,0.842094833883104,3,-2.56019727554468,13.1203945510894,15.0600211502414,1.07651516958563,9,Day_10
Scaffold_01:31041052-31041356,0.105285192599605,-0.118393509250494,0.445306962680484,0.470698335285241,0.640823603329791,3,-4.95792260480666,17.9158452096133,19.5074263008068,1.58638632809375,8,Day_10
Scaffold_01:31157762-31157944,0.0150591645624784,-0.20381657664586,0.265404582063983,0.0688023463876897,0.933997354481026,3,0.616828746081523,6.76634250783695,8.70596910698896,0.633956329625019,9,Day_10
Scaffold_01:31162941-31162966,0.181818181818182,0,0.263196173860573,1,0.405344429705902,3,0.717097435941102,6.5658051281178,8.5054317272698,0.623450033413604,9,Day_10
Scaffold_01:32595846-32596087,0.250920060871113,0.0368972211200027,0.195877137840338,1.17239852140506,0.363788178936566,3,3.89666602820886,0.206667943582278,1.41700831555846,0.26857497189966,7,Day_10
Scaffold_01:32596876-32597119,0.568614529373809,0.445361537766326,0.371137353958649,4.61339332991319,0.0527265429924491,3,-2.49418002647394,12.9883600529479,14.1987004249241,0.964200548523994,7,Day_10
Scaffold_01:32878061-32878531,0.0262452864894525,-0.217193391888184,0.280704461077738,0.107810667821402,0.899079906291204,3,0.118153589470506,7.76369282105899,9.35527391225247,0.630359955751549,8,Day_10
Scaffold_01:34969105-34969532,0.0471179241403888,-0.164633648272858,0.445879697783695,0.222515108640776,0.804778211608947,3,-5.60869677264524,19.2173935452905,21.1570201444425,1.78927834406111,9,Day_10
Scaffold_01:34971119-34971161,0.0280603496457186,-0.1879262393219,0.470549258146442,0.129917092444687,0.879785597385387,3,-6.25491437679951,20.509828753599,22.449455352751,1.9927494390795,9,Day_10
Scaffold_01:34977445-34977640,0.0201234577492796,-0.197626884973103,0.182488227820321,0.0924152747485488,0.912580373854191,3,5.1116653938658,-2.22333078773159,-0.283704188579591,0.299717579637013,9,Day_10
Scaffold_01:3532605-3532927,0.0914986289995663,-0.110390564556086,0.21283249289157,0.4532121179351,0.649329511467443,3,3.26582812838993,1.46834374322013,3.40797034237213,0.407679030273961,9,Day_10
Scaffold_01:35877799-35877910,0.403812097466583,0.254765121833229,0.341165603778167,2.7092941386475,0.126337604353621,3,-2.02756828603208,12.0551365720642,13.6467176632576,0.931151753610567,8,Day_10
Scaffold_01:36598627-36598834,0.0567685413526742,-0.152838449457843,0.308522725615712,0.270833244316706,0.768744897369127,3,-1.1896526821166,10.3793053642332,12.3189319633852,0.856676449992133,9,Day_10
Scaffold_01:37332813-37333023,0.146718810821695,-0.0428992312179284,0.192571037560812,0.773759760640478,0.489682712491978,3,4.46631204070844,-0.932624081416888,1.00700251773511,0.33375244056523,9,Day_10
Scaffold_01:37338792-37338897,0.222588512330108,0.0498304039590203,0.145869639712471,1.28844031940882,0.322054440982268,3,7.79933325396397,-7.59866650792793,-5.65903990877593,0.191501566108615,9,Day_10
Scaffold_01:37487642-37487765,0.116712452565686,-0.0795736690863842,0.355932816174559,0.594603691709627,0.572083583098343,3,-2.90501054913946,13.8100210982789,15.7496476974309,1.14019352666957,9,Day_10
Scaffold_01:39008805-39008918,0.47629918552944,0.359921226758204,0.231742364164572,4.09269238400806,0.054434548110501,3,2.24437832026672,3.51124335946655,5.45086995861855,0.483340710137265,9,Day_10
Scaffold_01:39293117-39293213,0.397686466548799,0.263839014670755,0.0949512110242203,2.97119191264958,0.102141397766219,3,12.9515350858826,-17.9030701717652,-15.9634435726132,0.0811415922746942,9,Day_10
Scaffold_01:40839230-40839332,0.130554565803284,-0.0626555306848757,0.384932377471189,0.675712957947229,0.532832234489288,3,-3.84491872710511,15.6898374542102,17.6294640533622,1.3335564170306,9,Day_10
Scaffold_01:42049679-42049722,0.0569033828908837,-0.152673643133364,0.232038671859012,0.271515365831654,0.768250482491359,3,2.22904482216786,3.54191035566427,5.48153695481627,0.484577507142848,9,Day_10
Scaffold_01:42440336-42440439,0.373552970774853,0.194568105281954,0.345461877082114,2.08706456686235,0.194578673853534,3,-1.77728078076503,11.5545615615301,12.7649019335063,0.835407359619683,7,Day_10
Scaffold_01:43275568-43275668,0.00330319061123198,-0.218184989252939,0.245626776106789,0.0149136202810357,0.985221330683242,3,1.54613482124227,4.90773035751545,6.84735695666745,0.542992618265533,9,Day_10
Scaffold_01:43276902-43277004,0.20032890683049,0.0226242194594876,0.275523592635307,1.12731357734112,0.365680066809616,3,0.167814256524818,7.66437148695036,9.60399808610237,0.683219250888001,9,Day_10
Scaffold_01:44519824-44520076,0.00810922065729112,-0.212310952529978,0.18669383542673,0.0367898298056482,0.964022873914873,3,4.83825300725141,-1.67650601450282,0.263120584649178,0.313691293677087,9,Day_10
Scaffold_01:44677216-44677378,0.0330280794704732,-0.181854569536088,0.291701979623754,0.153702868161611,0.859730597531341,3,-0.516898576237614,9.03379715247523,10.9734237516272,0.765810404247753,9,Day_10
Scaffold_01:44692175-44692487,0.0135299141290412,-0.20568566050895,0.176966891762961,0.0617196754901391,0.940540801281141,3,5.48034142935152,-2.96068285870305,-1.02105625955105,0.281855527022193,9,Day_10
Scaffold_01:46140588-46140859,0.0181679037663588,-0.200017006507784,0.125273722284688,0.0832683788422005,0.920804669867333,3,9.62587992592377,-11.2517598518475,-9.31213325269553,0.141241549455551,9,Day_10
