"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"4","GO:0010629",0.0245196410212745,0.987500246351138,18,126,"negative regulation of gene expression","BP"
"6","GO:0016055",0.0148149701194563,0.993447049677152,15,93,"Wnt signaling pathway","BP"
"9","GO:0051607",0.0430075048820608,0.979996365544172,12,80,"defense response to virus","BP"
"10","GO:0048511",0.0235343983553805,0.992225376326755,8,41,"rhythmic process","BP"
"11","GO:0007517",0.0489570307174473,0.982592737844845,7,39,"muscle organ development","BP"
"12","GO:0042752",0.0360218734549386,0.988084417598979,7,37,"regulation of circadian rhythm","BP"
"14","GO:0022604",0.00166040187427254,0.999779970722672,6,16,"regulation of cell morphogenesis","BP"
"15","GO:0030317",0.0130060535456183,0.997078171899318,6,23,"flagellated sperm motility","BP"
"16","GO:0031532",0.0313467955494992,0.992470708072595,5,21,"actin cytoskeleton reorganization","BP"
"22","GO:0009247",0.0163190017632686,0.997609084771685,4,12,"glycolipid biosynthetic process","BP"
"24","GO:0021591",0.0445084464939778,0.990427349122837,4,16,"ventricular system development","BP"
"25","GO:0032526",0.0204963915778675,0.996706146330773,4,13,"response to retinoic acid","BP"
"27","GO:0034058",0.00315390531415342,0.99976370253781,4,8,"endosomal vesicle fusion","BP"
"28","GO:0045807",0.0459814152892215,0.990004690974334,4,16,"positive regulation of endocytosis","BP"
"30","GO:0050796",0.0435039217873996,0.990712810479089,4,16,"regulation of insulin secretion","BP"
"31","GO:0060068",0.0113950677006147,0.998544484194181,4,11,"vagina development","BP"
"33","GO:0097009",0.0445470980429035,0.990416320001713,4,16,"energy homeostasis","BP"
"34","GO:0000185",0.0108919778256731,0.999245040575739,3,6,"activation of MAPKKK activity","BP"
"36","GO:0001569",0.00586604168508271,0.999726824461047,3,5,"branching involved in blood vessel morphogenesis","BP"
"37","GO:0001886",0.0118435942318177,0.999152532883278,3,6,"endothelial cell morphogenesis","BP"
"38","GO:0003139",0.0358959037435995,0.995186193087744,3,9,"secondary heart field specification","BP"
"39","GO:0003223",0.0355566759423339,0.995249757955063,3,9,"ventricular compact myocardium morphogenesis","BP"
"43","GO:0006622",0.0487840385124929,0.992362566411001,3,10,"protein targeting to lysosome","BP"
"44","GO:0006659",0.00624501530448833,0.999702309853031,3,5,"phosphatidylserine biosynthetic process","BP"
"45","GO:0006766",0.00548079141947202,0.999751130108656,3,5,"vitamin metabolic process","BP"
"46","GO:0006836",0.0387517943904177,0.994641107211368,3,9,"neurotransmitter transport","BP"
"47","GO:0007016",0.0363294133425264,0.995104592605672,3,9,"cytoskeletal anchoring at plasma membrane","BP"
"49","GO:0009058",0.0273118158244586,0.996849457396824,3,8,"biosynthetic process","BP"
"50","GO:0014850",0.0480207314032858,0.992530271518568,3,10,"response to muscle activity","BP"
"51","GO:0015813",0.00260102370940499,0.999938339943553,3,4,"L-glutamate transmembrane transport","BP"
"52","GO:0016239",0.03597432714666,0.995171461891595,3,9,"positive regulation of macroautophagy","BP"
"54","GO:0031669",0.0105524956766763,0.999277294315899,3,6,"cellular response to nutrient levels","BP"
"56","GO:0032204",0.0111983529180038,0.999215591194149,3,6,"regulation of telomere maintenance","BP"
"57","GO:0032367",0.0478634217065977,0.992564691422123,3,10,"intracellular cholesterol transport","BP"
"58","GO:0032480",0.026129669790493,0.997037892767044,3,8,"negative regulation of type I interferon production","BP"
"59","GO:0035024",0.0393124302587869,0.99453204744824,3,9,"negative regulation of Rho protein signal transduction","BP"
"60","GO:0043114",0.0168319093006139,0.998486479896728,3,7,"regulation of vascular permeability","BP"
"61","GO:0043392",0.047961354382669,0.992543269147111,3,10,"negative regulation of DNA binding","BP"
"63","GO:0045821",0.0498581883133637,0.992124638031836,3,10,"positive regulation of glycolytic process","BP"
"64","GO:0048843",0.00548079141947202,0.999751130108656,3,5,"negative regulation of axon extension involved in axon guidance","BP"
"65","GO:0060216",0.0263131013564238,0.997008879619927,3,8,"definitive hemopoiesis","BP"
"66","GO:0060438",0.00256946324659333,0.999939359473871,3,4,"trachea development","BP"
"67","GO:0061156",0.04768568956096,0.992603521079465,3,10,"pulmonary artery morphogenesis","BP"
"68","GO:0061642",0.0253241505652631,0.997164305298779,3,8,"chemoattraction of axon","BP"
"69","GO:0070447",0.025294454410502,0.997168934404991,3,8,"positive regulation of oligodendrocyte progenitor proliferation","BP"
"70","GO:0070885",0.00548466537985471,0.999750888861923,3,5,"negative regulation of calcineurin-NFAT signaling cascade","BP"
"72","GO:0072499",0.0107940128761434,0.999254389155124,3,6,"photoreceptor cell axon guidance","BP"
"73","GO:0140058",0.025294454410502,0.997168934404991,3,8,"neuron projection arborization","BP"
"74","GO:1904447",0.0479878554368708,0.992537468925384,3,10,"folate import across plasma membrane","BP"
"75","GO:0000395",0.0207237793226608,0.999373623474489,2,3,"mRNA 5'-splice site recognition","BP"
"76","GO:0000720",0.0207755553660877,0.999371201050664,2,3,"pyrimidine dimer repair by nucleotide-excision repair","BP"
"77","GO:0002064",0.0217240523746796,0.999326224309869,2,3,"epithelial cell development","BP"
"84","GO:0006002",0.0207721647788513,0.999371359788931,2,3,"fructose 6-phosphate metabolic process","BP"
"85","GO:0006482",0.0209503925414281,0.999362995855839,2,3,"protein demethylation","BP"
"86","GO:0006907",0.020743645664025,0.999372694399472,2,3,"pinocytosis","BP"
"87","GO:0007223",0.0395097824041264,0.997616877378709,2,4,"Wnt signaling pathway, calcium modulating pathway","BP"
"88","GO:0007632",0.00737113006939544,1,2,2,"visual behavior","BP"
"91","GO:0009083",0.0405667740092009,0.997516664310923,2,4,"branched-chain amino acid catabolic process","BP"
"92","GO:0010460",0.0073446175807246,1,2,2,"positive regulation of heart rate","BP"
"93","GO:0010951",0.0207045135420195,0.99937452398393,2,3,"negative regulation of endopeptidase activity","BP"
"96","GO:0018344",0.0407960093624808,0.997494727467146,2,4,"protein geranylgeranylation","BP"
"97","GO:0021553",0.0218199405618781,0.999321614479701,2,3,"olfactory nerve development","BP"
"101","GO:0031670",0.0393021285458067,0.997636383338959,2,4,"cellular response to nutrient","BP"
"102","GO:0033235",0.0427145124766726,0.997308320747307,2,4,"positive regulation of protein sumoylation","BP"
"106","GO:0035331",0.0391122772413891,0.997654164605697,2,4,"negative regulation of hippo signaling","BP"
"107","GO:0035542",0.0407167030878153,0.997502324902565,2,4,"regulation of SNARE complex assembly","BP"
"109","GO:0035994",0.00783052895890847,1,2,2,"response to muscle stretch","BP"
"110","GO:0040016",0.0418109909031208,0.997396733525271,2,4,"embryonic cleavage","BP"
"111","GO:0042534",0.00832467323006633,1,2,2,"regulation of tumor necrosis factor biosynthetic process","BP"
"113","GO:0043518",0.0214482494956598,0.999339419396656,2,3,"negative regulation of DNA damage response, signal transduction by p53 class mediator","BP"
"114","GO:0045571",0.0428756459337431,0.997292437109653,2,4,"negative regulation of imaginal disc growth","BP"
"115","GO:0045843",0.040935748472843,0.997481319651347,2,4,"negative regulation of striated muscle tissue development","BP"
"116","GO:0046879",0.0207045135420195,0.99937452398393,2,3,"hormone secretion","BP"
"119","GO:0048022",0.00731848887842875,1,2,2,"negative regulation of melanin biosynthetic process","BP"
"121","GO:0048642",0.00731921592983453,1,2,2,"negative regulation of skeletal muscle tissue development","BP"
"123","GO:0051573",0.00748586756626637,1,2,2,"negative regulation of histone H3-K9 methylation","BP"
"124","GO:0051574",0.00731848887842875,1,2,2,"positive regulation of histone H3-K9 methylation","BP"
"127","GO:0062009",0.0390673885924629,0.997658361500648,2,4,"secondary palate development","BP"
"128","GO:0062028",0.00731848887842875,1,2,2,"regulation of stress granule assembly","BP"
"129","GO:0070779",0.0391993400685397,0.997646016616444,2,4,"D-aspartate import across plasma membrane","BP"
"130","GO:0071380",0.0214358522694975,0.999340010269616,2,3,"cellular response to prostaglandin E stimulus","BP"
"131","GO:0071383",0.039107826143578,0.997654580889359,2,4,"cellular response to steroid hormone stimulus","BP"
"132","GO:0071555",0.0423362702312178,0.997345467802452,2,4,"cell wall organization","BP"
"133","GO:0072344",0.0395764898687053,0.997610598520644,2,4,"rescue of stalled ribosome","BP"
"134","GO:0097374",0.0390673885924629,0.997658361500648,2,4,"sensory neuron axon guidance","BP"
"135","GO:0098719",0.0407465521737753,0.997499466413005,2,4,"sodium ion import across plasma membrane","BP"
"136","GO:0140077",0.0207045135420195,0.99937452398393,2,3,"positive regulation of lipoprotein transport","BP"
"137","GO:1903827",0.0391735643052334,0.99764843000324,2,4,"regulation of cellular protein localization","BP"
"138","GO:1904158",0.0396916495190918,0.997599744577077,2,4,"axonemal central apparatus assembly","BP"
"139","GO:1904428",0.00731848887842875,1,2,2,"negative regulation of tubulin deacetylation","BP"
"140","GO:1904743",0.0393021285458067,0.997636383338959,2,4,"negative regulation of telomeric DNA binding","BP"
"142","GO:2000758",0.00731848887842875,1,2,2,"positive regulation of peptidyl-lysine acetylation","BP"
