ID,scaffold,start,end,df_Initial.Treatment,df_Residuals,sumsq_Initial.Treatment,sumsq_Residuals,meansq_Initial.Treatment,meansq_Residuals,statistic_Initial.Treatment,statistic_Residuals,p.value_Initial.Treatment,p.value_Residuals
Scaffold_01:37487642-37487765,Scaffold_01,37487642,37487765,2,9,1.96258921725687,0.0475607981187269,0.981294608628435,0.00528453312430299,185.69182660916,NA,4.82051001571969e-08,NA
Scaffold_04:22243623-22243702,Scaffold_04,22243623,22243702,2,9,1.23387877483858,0.267473595636922,0.61693938741929,0.0297192884041024,20.7588882691461,NA,0.000425199033526773,NA
Scaffold_10:53832741-53833016,Scaffold_10,53832741,53833016,2,9,0.648539194909271,0.27254654784944,0.324269597454635,0.0302829497610489,10.7079924516377,NA,0.00416996888718149,NA
Scaffold_10:49846117-49846282,Scaffold_10,49846117,49846282,2,9,0.116154847147189,0.0523204026241422,0.0580774235735947,0.00581337806934913,9.9903056159045,NA,0.00518331208301071,NA
Scaffold_12:22863780-22863962,Scaffold_12,22863780,22863962,2,9,0.373055112409016,0.21383258911432,0.186527556204508,0.0237591765682578,7.85075844984074,NA,0.0106373876365428,NA
Scaffold_09:29356096-29356222,Scaffold_09,29356096,29356222,2,9,0.37639408331227,0.23498697559076,0.188197041656135,0.0261096639545288,7.20794576230045,NA,0.0135298553516421,NA
Scaffold_12:47236827-47236988,Scaffold_12,47236827,47236988,2,8,0.771405854430183,0.399754962126326,0.385702927215092,0.0499693702657907,7.71878703220612,NA,0.0135740460456789,NA
Scaffold_14:9074147-9074271,Scaffold_14,9074147,9074271,2,9,0.214578736884537,0.135109070538971,0.107289368442269,0.0150121189487745,7.14685040855122,NA,0.0138521783145094,NA
Scaffold_14:35870106-35870456,Scaffold_14,35870106,35870456,2,9,0.868781541306981,0.569637098918127,0.43439077065349,0.063293010990903,6.86317120725896,NA,0.0154777681266703,NA
Scaffold_10:29980980-29981354,Scaffold_10,29980980,29981354,2,9,0.541563458961694,0.382141396804974,0.270781729480847,0.0424601552005526,6.37731370038239,NA,0.0188412134765536,NA
Scaffold_15:13007406-13007468,Scaffold_15,13007406,13007468,2,9,0.0128419368771492,0.0109651083702603,0.00642096843857459,0.00121834537447336,5.27023664480204,NA,0.0305410130794429,NA
Scaffold_05:2307421-2307763,Scaffold_05,2307421,2307763,2,9,0.451350192718091,0.385609197141054,0.225675096359046,0.042845466349006,5.2671873033372,NA,0.030583943957549,NA
Scaffold_14:5467154-5467345,Scaffold_14,5467154,5467345,2,9,0.185506332895799,0.15970744220227,0.0927531664478996,0.0177452713558077,5.22692296939956,NA,0.0311577915438357,NA
Scaffold_02:45939887-45939999,Scaffold_02,45939887,45939999,2,8,0.873274442274674,0.636208867121625,0.436637221137337,0.0795261083902031,5.49048897243822,NA,0.0315562661119754,NA
Scaffold_13:22572253-22572326,Scaffold_13,22572253,22572326,2,9,0.16646799588283,0.146038814960485,0.0832339979414149,0.0162265349956095,5.12949917921085,NA,0.032601655941106,NA
Scaffold_08:8002553-8002693,Scaffold_08,8002553,8002693,2,9,0.366088643395991,0.325344438844006,0.183044321697995,0.0361493820937785,5.06355326415104,NA,0.0336255616747824,NA
Scaffold_02:41360686-41360844,Scaffold_02,41360686,41360844,2,8,0.735749240201977,0.590606469467301,0.367874620100988,0.0738258086834127,4.98300833626552,NA,0.0393144997989551,NA
Scaffold_11:26583521-26583612,Scaffold_11,26583521,26583612,2,9,0.0667194397930399,0.064732282034416,0.03335971989652,0.00719247578160177,4.6381414285542,NA,0.0412663325289689,NA
Scaffold_06:11130415-11130481,Scaffold_06,11130415,11130481,2,9,0.103555973750453,0.100543404440078,0.0517779868752265,0.0111714893822309,4.63483293083402,NA,0.0413336323454498,NA
Scaffold_14:22473443-22473557,Scaffold_14,22473443,22473557,2,9,0.0367499719091754,0.0357514076788618,0.0183749859545877,0.00397237863098464,4.62568845055766,NA,0.04152034382655,NA
Scaffold_01:88395172-88395200,Scaffold_01,88395172,88395200,2,9,0.193138354366724,0.188456526208367,0.096569177183362,0.0209396140231518,4.61179356394013,NA,0.0418060262293386,NA
Scaffold_04:12714271-12714332,Scaffold_04,12714271,12714332,2,9,0.0905759421484345,0.089616015093756,0.0452879710742173,0.00995733501041734,4.54820200654463,NA,0.0431445572279383,NA
Scaffold_03:53500359-53500535,Scaffold_03,53500359,53500535,2,8,0.320620690166818,0.278140405408814,0.160310345083409,0.0347675506761017,4.61091857108018,NA,0.0465631160343012,NA
Scaffold_01:60236943-60237175,Scaffold_01,60236943,60237175,2,9,1.5461647047148,1.59333938413529,0.773082352357402,0.177037709348366,4.36676657873025,NA,0.0472620517766628,NA
Scaffold_06:6095637-6095818,Scaffold_06,6095637,6095818,2,9,1.26680133619017,1.35171723738807,0.633400668095087,0.15019080415423,4.21730658985388,NA,0.0510194614214428,NA
Scaffold_05:41972963-41972995,Scaffold_05,41972963,41972995,2,7,0.0546318833147825,0.0407777728287081,0.0273159416573912,0.00582539611838687,4.6891131696904,NA,0.0510398160003155,NA
Scaffold_16:5673764-5674170,Scaffold_16,5673764,5674170,2,9,0.0932693182785539,0.100412823042821,0.0466346591392769,0.0111569803380912,4.17986388127449,NA,0.0520173467587838,NA
Scaffold_13:21759402-21759484,Scaffold_13,21759402,21759484,2,9,0.058293673879168,0.0636178872702774,0.029146836939584,0.00706865414114193,4.12339270780553,NA,0.0535678940349976,NA
Scaffold_14:35871757-35871912,Scaffold_14,35871757,35871912,2,8,1.02126378329795,0.947740240650848,0.510631891648976,0.118467530081356,4.31031094594702,NA,0.0536748536761516,NA
Scaffold_03:43770248-43771423,Scaffold_03,43770248,43771423,2,9,0.296124476166578,0.325098939092201,0.148062238083289,0.0361221043435779,4.09893722345146,NA,0.0542568791060538,NA
Scaffold_16:30137117-30137494,Scaffold_16,30137117,30137494,2,9,0.627601624460909,0.690810779919776,0.313800812230454,0.0767567533244196,4.08825020130992,NA,0.054561363501558,NA
Scaffold_16:23401848-23401921,Scaffold_16,23401848,23401921,2,9,0.98009457835719,1.09271465961201,0.490047289178595,0.12141273995689,4.03620978616081,NA,0.0560742473423295,NA
Scaffold_08:47928727-47928993,Scaffold_08,47928727,47928993,2,9,0.0651491343230176,0.0729771492269245,0.0325745671615088,0.00810857213632495,4.01730003924866,NA,0.0566366494417153,NA
Scaffold_14:41136195-41136633,Scaffold_14,41136195,41136633,2,9,0.248194923974968,0.281302489165396,0.124097461987484,0.0312558321294885,3.97037779936128,NA,0.0580622412473842,NA
Scaffold_01:55953492-55953560,Scaffold_01,55953492,55953560,2,9,0.247878941903002,0.282716353113656,0.123939470951501,0.0314129281237396,3.94549245658627,NA,0.0588361043304967,NA
Scaffold_18:10897553-10897630,Scaffold_18,10897553,10897630,2,9,0.0513707370937677,0.0586006779732229,0.0256853685468838,0.00651118644146921,3.94480618513637,NA,0.0588576234467234,NA
Scaffold_06:52589480-52589991,Scaffold_06,52589480,52589991,2,9,0.308311492592145,0.352282485832622,0.154155746296073,0.0391424984258468,3.93832158128872,NA,0.0590614339889034,NA
Scaffold_01:46140588-46140683,Scaffold_01,46140588,46140683,2,9,0.127826909860554,0.149732155842273,0.0639134549302772,0.016636906204697,3.84166708304414,NA,0.0622040229593626,NA
Scaffold_06:4612639-4613068,Scaffold_06,4612639,4613068,2,9,1.05502105166707,1.23646759821927,0.527510525833536,0.13738528869103,3.83964346444598,NA,0.0622719740733671,NA
Scaffold_03:30714017-30714083,Scaffold_03,30714017,30714083,2,9,0.368626711071636,0.432432323447487,0.184313355535818,0.0480480359386097,3.83602267887313,NA,0.0623937830166623,NA
Scaffold_11:43884079-43884400,Scaffold_11,43884079,43884400,2,8,1.89917358095052,1.90111405846105,0.949586790475258,0.237639257307631,3.9959171781369,NA,0.0626277511369734,NA
Scaffold_17:15397798-15397871,Scaffold_17,15397798,15397871,2,7,1.17271229045038,0.973411772953089,0.586356145225188,0.139058824707584,4.21660506953219,NA,0.0628414498700463,NA
Scaffold_13:19133998-19134173,Scaffold_13,19133998,19134173,2,9,0.340839077507587,0.404093420992918,0.170419538753794,0.0448992689992132,3.79559717902713,NA,0.0637737365529308,NA
Scaffold_10:44522971-44523362,Scaffold_10,44522971,44523362,2,9,0.0199312550741609,0.0236454983331745,0.00996562753708047,0.00262727759257494,3.7931384050337,NA,0.0638588659198017,NA
Scaffold_02:12433887-12433985,Scaffold_02,12433887,12433985,2,7,0.673828700643459,0.568490894260473,0.336914350321729,0.0812129848943532,4.1485281049577,NA,0.0648209842598184,NA
Scaffold_12:49307259-49307465,Scaffold_12,49307259,49307465,2,9,0.33327541283009,0.407477411040932,0.166637706415045,0.0452752678934369,3.680546005984,NA,0.0679103550050612,NA
Scaffold_02:13103287-13103394,Scaffold_02,13103287,13103394,2,7,0.722809404812933,0.650092630132103,0.361404702406466,0.0928703757331576,3.89149607238461,NA,0.0730592027286932,NA
Scaffold_14:3378325-3378369,Scaffold_14,3378325,3378369,2,8,0.249313630557524,0.271598760747297,0.124656815278762,0.0339498450934122,3.67179334502918,NA,0.0739013517664698,NA
Scaffold_10:53900161-53900187,Scaffold_10,53900161,53900187,2,9,0.806369760446666,1.02880195648269,0.403184880223333,0.114311328498077,3.52707719804093,NA,0.0739516440390944,NA
Scaffold_13:33055342-33055393,Scaffold_13,33055342,33055393,2,9,0.00971052670689994,0.012710155286375,0.00485526335344997,0.00141223947626389,3.43798869459072,NA,0.0777605224452231,NA
Scaffold_09:19259508-19259593,Scaffold_09,19259508,19259593,2,9,0.0369856887898864,0.0488936127904021,0.0184928443949432,0.00543262364337801,3.40403562052097,NA,0.0792750112720921,NA
Scaffold_03:21694035-21696082,Scaffold_03,21694035,21696082,2,9,0.521960196792472,0.693588859352726,0.260980098396236,0.0770654288169696,3.38647435565517,NA,0.080072480503213,NA
Scaffold_15:5534721-5534780,Scaffold_15,5534721,5534780,2,9,0.0372423956256512,0.0522853949300488,0.0186211978128256,0.00580948832556098,3.20530772579313,NA,0.0888999193698735,NA
Scaffold_07:42916572-42916738,Scaffold_07,42916572,42916738,2,9,0.276932753957805,0.389628193771974,0.138466376978902,0.0432920215302194,3.19842714857397,NA,0.0892580289989315,NA
Scaffold_01:85900620-85900809,Scaffold_01,85900620,85900809,2,9,0.504915202759013,0.715372267013983,0.252457601379507,0.0794858074459982,3.17613432499914,NA,0.0904304653258684,NA
Scaffold_14:6536965-6537037,Scaffold_14,6536965,6537037,2,9,0.299010841452665,0.435891935037892,0.149505420726333,0.0484324372264325,3.08688617150034,NA,0.0953169758386922,NA
Scaffold_05:27943260-27943397,Scaffold_05,27943260,27943397,2,8,1.13005827553994,1.41635361101611,0.565029137769968,0.177044201377014,3.19145802785567,NA,0.0957132724280571,NA
Scaffold_14:41137020-41137313,Scaffold_14,41137020,41137313,2,9,0.361246704813711,0.529061960425025,0.180623352406856,0.0587846622694472,3.07262720297592,NA,0.0961272934329713,NA
Scaffold_04:25608150-25608167,Scaffold_04,25608150,25608167,2,9,0.198960740648029,0.292328960907963,0.0994803703240147,0.0324809956564404,3.0627253972213,NA,0.0966949560901188,NA
Scaffold_07:1999770-1999905,Scaffold_07,1999770,1999905,2,9,0.044491589424644,0.0654085945702461,0.022245794712322,0.00726762161891623,3.06094564065092,NA,0.0967974220753634,NA
Scaffold_15:17041865-17042056,Scaffold_15,17041865,17042056,2,9,0.0308949374072821,0.0460221488748758,0.0154474687036411,0.00511357209720843,3.02087628960469,NA,0.0991398618164384,NA
Scaffold_12:8490945-8491074,Scaffold_12,8490945,8491074,2,9,0.249193292367192,0.373309998619661,0.124596646183596,0.0414788887355179,3.00385690123143,NA,0.100155745170189,NA
Scaffold_14:35870952-35871545,Scaffold_14,35870952,35871545,2,9,0.501048206617835,0.756099674808769,0.250524103308917,0.0840110749787521,2.98203663472083,NA,0.101476872882924,NA
Scaffold_03:26956906-26956992,Scaffold_03,26956906,26956992,2,9,0.881980404858622,1.33095553476971,0.440990202429311,0.147883948307745,2.98200181612418,NA,0.101478997969265,NA
Scaffold_03:50770730-50770918,Scaffold_03,50770730,50770918,2,9,0.441742990286217,0.670023854890109,0.220871495143108,0.0744470949877899,2.96682490000897,NA,0.102410493790034,NA
Scaffold_10:32724033-32724104,Scaffold_10,32724033,32724104,2,7,0.709847058944762,0.773994658766232,0.354923529472381,0.110570665538033,3.20992487243642,NA,0.102500587241403,NA
Scaffold_04:20181837-20181891,Scaffold_04,20181837,20181891,2,8,0.54783682524343,0.714468900229757,0.273918412621715,0.0893086125287196,3.06709963200502,NA,0.10263018438032,NA
Scaffold_16:20084773-20084861,Scaffold_16,20084773,20084861,2,9,0.438705479647996,0.669940644381225,0.219352739823998,0.0744378493756917,2.94679039848281,NA,0.103656186332057,NA
Scaffold_01:70783301-70783377,Scaffold_01,70783301,70783377,2,9,0.222534451421761,0.341670996848205,0.11126722571088,0.037963444094245,2.93090440990173,NA,0.104657119192609,NA
Scaffold_13:9210320-9210475,Scaffold_13,9210320,9210475,2,8,0.0100775543736481,0.0133828508180406,0.00503877718682404,0.00167285635225507,3.01208001513793,NA,0.10588940610234,NA
Scaffold_10:5692241-5692432,Scaffold_10,5692241,5692432,2,9,0.00838391328226423,0.0132207298020929,0.00419195664113212,0.00146896997801033,2.85367073792072,NA,0.109695168713074,NA
Scaffold_13:28869551-28869594,Scaffold_13,28869551,28869594,2,8,0.508161635674192,0.689625817485349,0.254080817837096,0.0862032271856687,2.94746294462787,NA,0.109884138846662,NA
Scaffold_12:34238971-34239015,Scaffold_12,34238971,34239015,2,8,0.142352554204277,0.194128039802561,0.0711762771021387,0.0242660049753201,2.93316832228993,NA,0.11079317014435,NA
Scaffold_05:17496180-17496251,Scaffold_05,17496180,17496251,2,8,0.402335161566818,0.560497346475831,0.201167580783409,0.0700621683094789,2.87127255175447,NA,0.114839492325389,NA
Scaffold_05:2522708-2522859,Scaffold_05,2522708,2522859,2,9,0.107223708104071,0.174572561804983,0.0536118540520355,0.0193969513116648,2.76393198037234,NA,0.115926667739133,NA
Scaffold_14:11420633-11420830,Scaffold_14,11420633,11420830,2,9,0.192359976900653,0.315959174763983,0.0961799884503267,0.0351065749737759,2.73965741523267,NA,0.117686119160396,NA
Scaffold_01:51854871-51854949,Scaffold_01,51854871,51854949,2,9,0.131574818757596,0.220265801793461,0.065787409378798,0.0244739779770512,2.68805542934155,NA,0.121535998553683,NA
Scaffold_18:16499221-16499365,Scaffold_18,16499221,16499365,2,9,0.22483946909763,0.381132915844939,0.112419734548815,0.0423481017605488,2.65465817534104,NA,0.124109866705166,NA
Scaffold_11:38112029-38112257,Scaffold_11,38112029,38112257,2,9,0.0374647346730888,0.0638295094870754,0.0187323673365444,0.00709216772078615,2.64127528761657,NA,0.125159933810995,NA
Scaffold_04:64753621-64753693,Scaffold_04,64753621,64753693,2,9,0.0191713595249108,0.0326842396539221,0.00958567976245538,0.00363158218376913,2.63953265474682,NA,0.125297464449761,NA
Scaffold_03:49243062-49243155,Scaffold_03,49243062,49243155,2,6,0.761226368046761,0.777033170416017,0.38061318402338,0.129505528402669,2.93897248030946,NA,0.128893146459156,NA
Scaffold_02:26540014-26540053,Scaffold_02,26540014,26540053,2,7,0.594305703934662,0.751003354084199,0.297152851967331,0.1072861934406,2.76972127016374,NA,0.129977846154226,NA
Scaffold_06:55154838-55154952,Scaffold_06,55154838,55154952,2,9,0.223867320766765,0.393169322061015,0.111933660383382,0.0436854802290016,2.5622623305643,NA,0.131585794467595,NA
Scaffold_15:7011747-7011921,Scaffold_15,7011747,7011921,2,9,0.0758836126660081,0.134061340857044,0.037941806333004,0.0148957045396716,2.54716426684982,NA,0.132859170038341,NA
Scaffold_07:33681433-33681658,Scaffold_07,33681433,33681658,2,9,0.0256703873100159,0.0455682458078838,0.0128351936550079,0.0050631384230982,2.53502720693027,NA,0.13389374716458,NA
Scaffold_02:30569522-30569577,Scaffold_02,30569522,30569577,2,9,0.167838329172781,0.298394451978897,0.0839191645863906,0.0331549391087664,2.53112105894961,NA,0.134228804510476,NA
Scaffold_01:87607664-87608043,Scaffold_01,87607664,87608043,2,9,0.12694209861832,0.226635386495107,0.06347104930916,0.0251817096105674,2.52052185061036,NA,0.135143148527406,NA
