"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"9085","GO:0060070",0.000102541382412675,0.999985268069908,9,28,"canonical Wnt signaling pathway","BP"
"3805","GO:0016055",0.000386911007199896,0.99987570231695,17,93,"Wnt signaling pathway","BP"
"8476","GO:0050694",0.00087792353437894,0.999948080255612,4,10,"galactose 3-O-sulfotransferase activity","MF"
"8523","GO:0050805",0.000983593404997696,0.999983590930226,3,4,"negative regulation of synaptic transmission","BP"
"6269","GO:0035516",0.00213536046441651,1,2,2,"oxidative DNA demethylase activity","MF"
"10327","GO:0072383",0.00214008319653098,0.999846003494523,4,9,"plus-end-directed vesicle transport along microtubule","BP"
"6876","GO:0042733",0.002285171043657,0.999518309649317,8,31,"embryonic digit morphogenesis","BP"
"3045","GO:0009247",0.00243911233706489,0.999794965912983,4,12,"glycolipid biosynthetic process","BP"
"2675","GO:0008064",0.00244590873297639,0.999917389499616,3,5,"regulation of actin polymerization or depolymerization","BP"
"418","GO:0001733",0.00283377176265956,0.999745549292042,4,13,"galactosylceramide sulfotransferase activity","MF"
"11705","GO:1903751",0.00330156616812122,1,2,2,"negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","BP"
"8252","GO:0048589",0.00477568838011462,0.999340229541206,5,15,"developmental growth","BP"
"5464","GO:0032467",0.00535373160817749,0.999195094543591,5,19,"positive regulation of cytokinesis","BP"
"7688","GO:0045886",0.00567930426547837,1,2,2,"negative regulation of synaptic growth at neuromuscular junction","BP"
"8810","GO:0051593",0.00570293379675244,1,2,2,"response to folic acid","BP"
"9399","GO:0061002",0.00612331973083013,1,2,2,"negative regulation of dendritic spine morphogenesis","BP"
"10416","GO:0080111",0.00620467823289927,0.99990158398163,2,3,"DNA demethylation","BP"
"5304","GO:0031985",0.00714292256104023,0.999148152937605,4,14,"Golgi cisterna","CC"
"1846","GO:0006085",0.00775126494294043,0.999861791363712,2,3,"acetyl-CoA biosynthetic process","BP"
"11480","GO:1902474",0.00783283743111991,1,2,2,"positive regulation of protein localization to synapse","BP"
"10681","GO:0097149",0.0079254189787189,0.999404050990738,3,9,"centralspindlin complex","CC"
"8094","GO:0048022",0.00823277784227597,1,2,2,"negative regulation of melanin biosynthetic process","BP"
"8351","GO:0048814",0.0103105503126582,0.998178409414691,5,19,"regulation of dendrite morphogenesis","BP"
"2774","GO:0008273",0.0113774450529392,0.999751341713542,2,3,"calcium, potassium:sodium antiporter activity","MF"
"3990","GO:0016578",0.0116308597050606,0.998991347897217,3,9,"histone deubiquitination","BP"
"803","GO:0003198",0.0117907015427569,0.999737353620407,2,3,"epithelial to mesenchymal transition involved in endocardial cushion formation","BP"
"9380","GO:0060956",0.0117907015427569,0.999737353620407,2,3,"endocardial cell differentiation","BP"
"47","GO:0000124",0.0121846916519819,0.998924711733277,3,9,"SAGA complex","CC"
"10014","GO:0071257",0.0125186150563456,0.999712059213313,2,3,"cellular response to electrical stimulus","BP"
"7996","GO:0047134",0.0126643244739736,0.999706896888386,2,3,"protein-disulfide reductase activity","MF"
"3087","GO:0009414",0.0127249477190078,0.999704739439273,2,3,"response to water deprivation","BP"
"10756","GO:0097381",0.0127421120902966,0.998856446321793,3,9,"photoreceptor disc membrane","CC"
"9334","GO:0060740",0.0128871124523704,0.999698940632234,2,3,"prostate gland epithelium morphogenesis","BP"
"9198","GO:0060340",0.0135459903316562,0.999133920403009,3,5,"positive regulation of type I interferon-mediated signaling pathway","BP"
"255","GO:0000915",0.0139306401873797,0.998664458286751,3,10,"actomyosin contractile ring assembly","BP"
"4857","GO:0030502",0.0141569532224702,1,2,2,"negative regulation of bone mineralization","BP"
"1625","GO:0005643",0.0160410156819149,0.99602319604245,6,34,"nuclear pore","CC"
"8697","GO:0051256",0.0165233702702431,0.998267501769773,3,11,"mitotic spindle midzone assembly","BP"
"8645","GO:0051091",0.0167771973729214,0.995260781303441,7,38,"positive regulation of DNA-binding transcription factor activity","BP"
"8328","GO:0048754",0.0171913633432683,0.998344554881097,3,8,"branching morphogenesis of an epithelial tube","BP"
"10031","GO:0071300",0.0173620719400521,0.997409362556406,4,12,"cellular response to retinoic acid","BP"
"342","GO:0001537",0.0178190485275615,0.998077294328615,3,11,"N-acetylgalactosamine 4-O-sulfotransferase activity","MF"
"9081","GO:0060065",0.0185231022317762,0.999473656545663,2,3,"uterus development","BP"
"7626","GO:0045732",0.0186481613366529,0.996044811896309,5,23,"positive regulation of protein catabolic process","BP"
"8685","GO:0051219",0.0196391999189372,0.996830551017249,4,14,"phosphoprotein binding","MF"
"5472","GO:0032480",0.0202030867025854,0.997929698287533,3,8,"negative regulation of type I interferon production","BP"
"11599","GO:1903204",0.0204358502120296,0.997896536883405,3,8,"negative regulation of oxidative stress-induced neuron death","BP"
"6917","GO:0042813",0.0213068281076623,0.996473760275838,4,14,"Wnt-activated receptor activity","MF"
"1198","GO:0004518",0.0213698799941792,0.995108811908985,5,33,"nuclease activity","MF"
"4865","GO:0030514",0.0214377383803927,0.994342486694792,6,33,"negative regulation of BMP signaling pathway","BP"
"8098","GO:0048026",0.0222570802921185,0.997333035306876,3,12,"positive regulation of mRNA splicing, via spliceosome","BP"
"9956","GO:0070989",0.0226770543443531,0.998837035241377,2,5,"oxidative demethylation","BP"
"6286","GO:0035567",0.023576511912587,0.998930899328854,2,4,"non-canonical Wnt signaling pathway","BP"
"12399","GO:2000650",0.0239660267615719,0.998733625725528,2,5,"negative regulation of sodium ion transmembrane transporter activity","BP"
"4996","GO:0030914",0.0244632095754417,0.998868151711269,2,4,"STAGA complex","CC"
"402","GO:0001702",0.0255533918354274,0.995348664301577,4,17,"gastrulation with mouth forming second","BP"
"12514","GO:2001243",0.0264633424575765,0.998524383443207,2,5,"negative regulation of intrinsic apoptotic signaling pathway","BP"
"10100","GO:0071468",0.0267353653546386,0.998500897613919,2,5,"cellular response to acidic pH","BP"
"5471","GO:0032479",0.027607633180537,0.996989553005199,3,7,"regulation of type I interferon production","BP"
"6082","GO:0035024",0.0276744318306049,0.996654387781201,3,9,"negative regulation of Rho protein signal transduction","BP"
"10474","GO:0090090",0.0276874442170529,0.991184671749498,7,46,"negative regulation of canonical Wnt signaling pathway","BP"
"5548","GO:0032727",0.0278523853557035,0.996764154211887,3,8,"positive regulation of interferon-alpha production","BP"
"1423","GO:0004991",0.0285707195279444,1,2,2,"parathyroid hormone receptor activity","MF"
"10207","GO:0071872",0.0305704377134548,0.998855213971452,2,3,"cellular response to epinephrine stimulus","BP"
"10322","GO:0072358",0.0305889460964619,0.996030585464289,3,10,NA,NA
"7631","GO:0045740",0.0306960570115512,0.995913126331293,3,11,"positive regulation of DNA replication","BP"
"6885","GO:0042752",0.0313895811754422,0.990851565093093,6,37,"regulation of circadian rhythm","BP"
"5160","GO:0031397",0.0317774188324235,0.993610111209823,4,21,"negative regulation of protein ubiquitination","BP"
"2558","GO:0007442",0.0319792185861744,0.998771898602361,2,3,"hindgut morphogenesis","BP"
"7495","GO:0045298",0.032333157901349,0.997819777768778,2,6,"tubulin complex","CC"
"3803","GO:0016051",0.0324991731778753,0.99535610039893,3,14,"carbohydrate biosynthetic process","BP"
"8500","GO:0050765",0.0328213687862995,0.998215364220673,2,4,"negative regulation of phagocytosis","BP"
"9050","GO:0060024",0.0333129476253439,0.998691025133268,2,3,"rhythmic synaptic transmission","BP"
"2690","GO:0008094",0.0346373394291668,0.994991128603619,3,13,"DNA-dependent ATPase activity","MF"
"8178","GO:0048273",0.0346721013729779,0.998056507554769,2,4,"mitogen-activated protein kinase p38 binding","MF"
"10889","GO:0098719",0.0352588168199263,0.998005106844659,2,4,"sodium ion import across plasma membrane","BP"
"3489","GO:0014033",0.0357311144095516,0.997454977965753,2,6,"neural crest cell differentiation","BP"
"2285","GO:0006906",0.0358275591221719,0.994831208732064,3,12,"vesicle fusion","BP"
"6795","GO:0042475",0.0359581452000575,0.992529088620943,4,20,"odontogenesis of dentin-containing tooth","BP"
"7352","GO:0044565",0.0363111663729956,1,2,2,"dendritic cell proliferation","BP"
"11815","GO:1904417",0.0363111663729956,1,2,2,"positive regulation of xenophagy","BP"
"8835","GO:0051683",0.0365125584372606,0.997893611380536,2,4,"establishment of Golgi localization","BP"
"2478","GO:0007276",0.037085415142891,0.997841920899961,2,4,"gamete generation","BP"
"9624","GO:0062009",0.0381271528197004,0.997746732978788,2,4,"secondary palate development","BP"
"7607","GO:0045668",0.0394166922751042,0.991566837402395,4,20,"negative regulation of osteoblast differentiation","BP"
"9053","GO:0060027",0.0396661715846964,0.998279892612107,2,3,"convergent extension involved in gastrulation","BP"
"4470","GO:0021532",0.0401168125509279,0.997188343686047,2,5,"neural tube patterning","BP"
"1281","GO:0004672",0.0401874384979477,0.980093679427237,14,116,"protein kinase activity","MF"
"6749","GO:0042335",0.0406201981392831,0.997512778162828,2,4,"cuticle development","BP"
"5714","GO:0033262",0.0409212878190397,0.997483941769582,2,4,"regulation of nuclear cell cycle DNA replication","BP"
"8104","GO:0048037",0.0430791493019475,0.99659761715,2,6,NA,NA
"4661","GO:0030048",0.0434882545848694,0.993957961104903,3,8,"actin filament-based movement","BP"
"11861","GO:1904706",0.0437523710271591,0.99720676429339,2,4,"negative regulation of vascular associated smooth muscle cell proliferation","BP"
"9242","GO:0060444",0.0447754276519734,0.993071580510135,3,11,"branching involved in mammary gland duct morphogenesis","BP"
"815","GO:0003220",0.0461713318623273,1,1,1,"left ventricular cardiac muscle tissue morphogenesis","BP"
"821","GO:0003251",0.0461713318623273,1,1,1,"positive regulation of cell proliferation involved in heart valve morphogenesis","BP"
"3046","GO:0009249",0.0461713318623273,1,1,1,"protein lipoylation","BP"
"4896","GO:0030616",0.0461713318623273,1,1,1,NA,NA
