"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"19","GO:0005509",0.03459049705761,0.985354531778577,10,574,"calcium ion binding","MF"
"1","GO:0000149",0.0337673534439971,0.997036898856071,2,31,"SNARE binding","MF"
"9","GO:0004518",0.0332698991048751,0.99709528007207,2,33,"nuclease activity","MF"
"11","GO:0004713",0.0460630820735296,0.995172845292473,2,38,"protein tyrosine kinase activity","MF"
"89","GO:0048306",0.0266985334501682,0.997941834476914,2,29,"calcium-dependent protein binding","MF"
"7","GO:0003720",0.0496618311370262,0.998959128192044,1,6,"telomerase activity","MF"
"8","GO:0004095",0.0329808914696098,0.999589224385943,1,4,"carnitine O-palmitoyltransferase activity","MF"
"10","GO:0004620",0.0347654219116454,0.999543218962494,1,4,"phospholipase activity","MF"
"12","GO:0004758",0.038306643989057,0.999444577164424,1,4,"serine C-palmitoyltransferase activity","MF"
"13","GO:0004791",0.0155450650554635,0.999939533942706,1,2,"thioredoxin-disulfide reductase activity","MF"
"14","GO:0004813",0.0246383250860284,0.999796810820364,1,3,"alanine-tRNA ligase activity","MF"
"15","GO:0004836",0.0157133351433532,0.999938212511883,1,2,"tyramine-beta hydroxylase activity","MF"
"16","GO:0005008",0.00814931068984336,1,1,1,"hepatocyte growth factor-activated receptor activity","MF"
"17","GO:0005227",0.0247175575641312,0.999795494495177,1,3,"calcium activated cation channel activity","MF"
"18","GO:0005502",0.0159145912116247,0.999936613130736,1,2,"11-cis retinal binding","MF"
"31","GO:0008020",0.0159145912116247,0.999936613130736,1,2,"G protein-coupled photoreceptor activity","MF"
"33","GO:0008810",0.0480626770979807,0.999025714730759,1,6,"cellulase activity","MF"
"47","GO:0015184",0.0487417668958266,0.998997712562324,1,6,"L-cystine transmembrane transporter activity","MF"
"48","GO:0015386",0.0377438376256904,0.999460908814776,1,4,"potassium:proton antiporter activity","MF"
"51","GO:0017080",0.0460481389380123,0.999141698565395,1,5,"sodium channel regulator activity","MF"
"65","GO:0035516",0.0178694965624935,0.99992000443736,1,2,"oxidative DNA demethylase activity","MF"
"77","GO:0045545",0.0326272257589959,0.999598048005269,1,4,"syndecan binding","MF"
"83","GO:0047134",0.0251721127744844,0.999787859688005,1,3,"protein-disulfide reductase activity","MF"
"84","GO:0047372",0.0416784177800899,0.999298141732958,1,5,"acylglycerol lipase activity","MF"
"91","GO:0050358",0.00782814445058003,1,1,1,"tropinone reductase activity","MF"
"92","GO:0050544",0.0473086293700464,0.999093590640814,1,5,"arachidonic acid binding","MF"
"120","GO:0072345",0.0428039499364518,0.999259376348286,1,5,"NAADP-sensitive calcium-release channel activity","MF"
