"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"4601","GO:0022604",0.00173489504585677,0.999768032726996,6,16,"regulation of cell morphogenesis","BP"
"3731","GO:0015813",0.00352338657027819,0.999906611687401,3,4,"L-glutamate transmembrane transport","BP"
"9238","GO:0060438",0.00416485791429463,0.999882543687663,3,4,"trachea development","BP"
"9913","GO:0070885",0.00507845257394606,0.999775825716369,3,5,"negative regulation of calcineurin-NFAT signaling cascade","BP"
"5837","GO:0034058",0.00517261326729609,0.99955253977494,4,8,"endosomal vesicle fusion","BP"
"355","GO:0001569",0.00584305500437182,0.99972829232201,3,5,"branching involved in blood vessel morphogenesis","BP"
"8476","GO:0050694",0.0061957116919609,0.999363386976979,4,10,"galactose 3-O-sulfotransferase activity","MF"
"2216","GO:0006766",0.00681682335742399,0.999664231549598,3,5,"vitamin metabolic process","BP"
"6809","GO:0042534",0.00685233675556696,1,2,2,NA,NA
"2159","GO:0006659",0.00726677782168507,0.999633382339822,3,5,"phosphatidylserine biosynthetic process","BP"
"3277","GO:0010460",0.00756457970716278,1,2,2,"positive regulation of heart rate","BP"
"6418","GO:0035994",0.00760590472932119,1,2,2,"response to muscle stretch","BP"
"1528","GO:0005313",0.00822128859719682,0.999565487729046,3,5,"L-glutamate transmembrane transporter activity","MF"
"8275","GO:0048642",0.00832746483611499,1,2,2,"negative regulation of skeletal muscle tissue development","BP"
"953","GO:0003918",0.00870064279646604,1,2,2,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF"
"4427","GO:0019904",0.00892393119714972,0.996313534662621,15,83,"protein domain specific binding","MF"
"9658","GO:0070064",0.00966696307727287,0.998866845452603,4,10,"proline-rich region binding","MF"
"8803","GO:0051574",0.00972942402080962,1,2,2,"positive regulation of histone H3-K9 methylation","BP"
"8802","GO:0051573",0.0111640606792535,1,2,2,"negative regulation of histone H3-K9 methylation","BP"
"12166","GO:1990718",0.0117694839191043,1,2,2,"axonemal central pair projection","CC"
"8094","GO:0048022",0.0117867582137715,1,2,2,"negative regulation of melanin biosynthetic process","BP"
"9626","GO:0062028",0.0119666954071941,1,2,2,"regulation of stress granule assembly","BP"
"11819","GO:1904428",0.0119666954071941,1,2,2,"negative regulation of tubulin deacetylation","BP"
"12422","GO:2000758",0.0119666954071941,1,2,2,"positive regulation of peptidyl-lysine acetylation","BP"
"998","GO:0004029",0.0122110000223754,0.999116011789355,3,6,"aldehyde dehydrogenase (NAD+) activity","MF"
"2647","GO:0007632",0.0137825909189077,1,2,2,"visual behavior","BP"
"3045","GO:0009247",0.0141802568097473,0.998009555718482,4,12,"glycolipid biosynthetic process","BP"
"8360","GO:0048843",0.0157356332562529,0.998932806218435,3,5,"negative regulation of axon extension involved in axon guidance","BP"
"5258","GO:0031669",0.0157572236301088,0.998741974725962,3,6,"cellular response to nutrient levels","BP"
"418","GO:0001733",0.0177773909059755,0.997265763132024,4,13,"galactosylceramide sulfotransferase activity","MF"
"9084","GO:0060068",0.0177831536672994,0.99739826867273,4,11,"vagina development","BP"
"4645","GO:0030020",0.0178696981364757,0.998355640761644,3,7,"extracellular matrix structural constituent conferring tensile strength","MF"
"4803","GO:0030317",0.0180757978355519,0.995625416581544,6,23,"flagellated sperm motility","BP"
"1478","GO:0005154",0.0182632026867789,0.997400296171112,4,10,"epidermal growth factor receptor binding","MF"
"1500","GO:0005227",0.0193608032275056,0.999436155989137,2,3,"calcium activated cation channel activity","MF"
"7237","GO:0043878",0.0203177143972622,0.998034905126973,3,7,"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","MF"
"2658","GO:0008022",0.0206578395146497,0.991125095980858,13,75,"protein C-terminus binding","MF"
"485","GO:0001886",0.0208904458730886,0.998138302432075,3,6,"endothelial cell morphogenesis","BP"
"77","GO:0000185",0.0216145610233351,0.99804775132019,3,6,"activation of MAPKKK activity","BP"
"5366","GO:0032204",0.0221421896164448,0.997980975551213,3,6,"regulation of telomere maintenance","BP"
"7011","GO:0043114",0.0222546390942032,0.997769657282468,3,7,"regulation of vascular permeability","BP"
"148","GO:0000395",0.0225745904112462,0.999284935486426,2,3,"mRNA 5'-splice site recognition","BP"
"194","GO:0000720",0.0229386696736989,0.99926698816293,2,3,"pyrimidine dimer repair by nucleotide-excision repair","BP"
"1454","GO:0005092",0.0234178758843942,0.999243118125505,2,3,"GDP-dissociation inhibitor activity","MF"
